target_id	length	eff_length	est_counts	tpm
ENST00000618570.1	1185	905.786	0	0
ENST00000649616.1	940	660.907	0	0
ENST00000332217.5	990	710.817	0	0
ENST00000504970.1	935	655.907	0	0
ENST00000645657.1	2898	2792.23	2	0.019636
ENST00000634782.1	692	417.391	0	0
ENST00000634785.1	1655	1375.79	0	0
ENST00000635170.1	1740	1847.61	3.48017	0.0516373
ENST00000651274.1	3531	3823.84	49.0049	0.35133
ENST00000635588.1	1363	1382.49	10.3969	0.206167
ENST00000635275.1	573	306.007	0	0
ENST00000634356.1	564	297.788	0	0
ENST00000635668.1	1504	1224.79	0	0
ENST00000635135.1	1734	1454.79	0	0
ENST00000638472.1	1608	1328.79	0	0
ENST00000640926.1	677	402.973	0	0
ENST00000638933.1	1608	1328.79	0	0
ENST00000639960.1	677	402.973	0	0
ENST00000638401.1	1608	1328.79	0	0
ENST00000640180.1	677	402.973	0	0
ENST00000639581.1	1608	1328.79	0	0
ENST00000639095.1	677	402.973	0	0
ENST00000618023.5	1608	1328.79	0	0
ENST00000639404.1	677	402.973	0	0
ENST00000640635.2	1608	1328.79	0	0
ENST00000640257.2	677	402.973	0	0
ENST00000632136.1	760	483.171	0	0
ENST00000622053.4	755	478.299	0	0
ENST00000436911.6	1013	733.786	0	0
ENST00000443402.6	2730	2450.79	0	0
ENST00000390477.2	720	444.241	0	0
ENST00000633705.1	760	483.171	0	0
ENST00000466254.1	758	481.235	0	0
ENST00000611116.2	978	717.256	4	0.152883
ENST00000631705.1	63	25.8558	0	0
ENST00000633501.1	51	17.7674	0	0
ENST00000631521.1	48	15.9375	0	0
ENST00000390560.2	61	24.0874	0	0
ENST00000488476.1	49	16.3614	0	0
ENST00000461719.1	46	17.0152	0	0
ENST00000463911.1	49	16.3614	0	0
ENST00000390564.2	52	18.5632	0	0
ENST00000390565.1	52	18.5632	0	0
ENST00000390240.2	38	12.4231	0	0
ENST00000390238.2	38	12.4231	0	0
ENST00000390241.3	39	13.4231	0	0
ENST00000390239.2	37	11.4231	0	0
ENST00000390242.2	38	12.4231	0	0
ENST00000633896.1	50	17.1667	0	0
ENST00000632178.1	53	19.1461	0	0
ENST00000634062.1	52	18.5632	0	0
ENST00000390320.2	127	25.205	0	0
ENST00000390322.2	175	29.0974	0	0
ENST00000390324.2	176	29.5497	0	0
ENST00000390326.2	33	11.8286	0	0
ENST00000390327.2	72	33.1273	0	0
ENST00000390328.2	70	31.713	0	0
ENST00000390330.2	46	17.0152	0	0
ENST00000622473.2	1071	791.786	0	0
ENST00000610670.2	1412	1132.79	0	0
ENST00000618981.2	1119	839.786	0	0
ENST00000621803.2	1114	834.786	0	0
ENST00000633714.1	1112	832.786	0	0
ENST00000631539.1	2619	2339.79	0	0
ENST00000631466.1	1128	848.786	0	0
ENST00000631402.1	1022	742.786	0	0
ENST00000632774.1	1266	986.786	0	0
ENST00000633698.1	1678	1398.79	0	0
ENST00000626472.2	1485	1205.79	0	0
ENST00000497872.4	1320	1040.79	0	0
ENST00000390539.2	1071	791.786	0	0
ENST00000641420.1	1485	1205.79	0	0
ENST00000390541.2	1412	1132.79	0	0
ENST00000641978.1	2597	2317.79	0	0
ENST00000390543.3	1119	839.786	0	0
ENST00000641095.1	2594	2314.79	0	0
ENST00000390545.3	1116	836.786	0	0
ENST00000641837.1	1310	1030.79	0	0
ENST00000390547.3	1112	832.786	0	0
ENST00000390548.6	2619	2339.79	0	0
ENST00000390549.6	1128	848.786	0	0
ENST00000390542.6	1022	742.786	0	0
ENST00000641136.1	2751	2471.79	0	0
ENST00000390551.6	1268	988.786	0	0
ENST00000390556.6	1678	1398.79	0	0
ENST00000613640.1	1155	875.786	0	0
ENST00000637539.2	1686	1406.79	0	0
ENST00000390559.6	1485	1205.79	0	0
ENST00000390237.2	523	260.8	0	0
ENST00000390321.2	460	207.916	0	0
ENST00000390323.2	462	209.564	0	0
ENST00000390325.2	462	209.564	0	0
ENST00000390331.3	441	192.735	0	0
ENST00000632630.1	432	185.426	0	0
ENST00000633490.1	413	170.812	0	0
ENST00000632457.1	382	147.757	0	0
ENST00000632719.1	425	179.764	0	0
ENST00000633400.1	431	184.655	0	0
ENST00000632151.1	391	154.384	0	0
ENST00000631807.1	420	175.823	0	0
ENST00000622028.1	353	127.669	0	0
ENST00000633570.1	349	124.709	0	0
ENST00000631869.1	353	127.669	0	0
ENST00000612474.2	402	162.208	0	0
ENST00000632225.1	368	137.812	0	0
ENST00000631785.1	427	181.484	4	0.604221
ENST00000633618.1	427	181.484	0	0
ENST00000633040.1	435	187.936	40	5.83478
ENST00000631826.1	411	169.15	1.5	0.243105
ENST00000632105.1	657	389.408	6.34696e-06	4.46823e-07
ENST00000632296.1	432	185.426	0	0
ENST00000632211.1	439	191.141	0	0
ENST00000620764.2	412	169.986	0	0
ENST00000633426.1	571	304.118	0	0
ENST00000632614.1	414	171.604	0	0
ENST00000632960.1	457	205.515	0	0
ENST00000619078.2	495	236.839	0	0
ENST00000631710.1	433	186.251	0	0
ENST00000632846.1	429	183.076	0	0
ENST00000630556.1	353	127.669	0	0
ENST00000622410.2	353	127.669	0	0
ENST00000632882.1	414	171.604	0	0
ENST00000632005.1	434	187.103	0	0
ENST00000615784.2	353	127.669	0	0
ENST00000632052.1	356	129.631	0	0
ENST00000633446.1	411	169.15	0	0
ENST00000632173.1	434	187.103	0	0
ENST00000633602.1	439	191.141	0	0
ENST00000614315.1	303	95.1218	0	0
ENST00000631708.1	439	191.141	0	0
ENST00000633987.1	589	320.958	0	0
ENST00000604066.1	353	127.669	0	0
ENST00000557788.2	353	127.669	0	0
ENST00000626489.1	397	158.687	0	0
ENST00000628287.1	466	212.824	0	0
ENST00000618644.2	385	150.059	0	0
ENST00000630493.1	369	138.486	0	0
ENST00000610349.2	407	166.23	0	0
ENST00000628968.1	374	141.845	0	0
ENST00000618026.2	393	155.87	0	0
ENST00000629472.1	412	169.986	0	0
ENST00000627634.1	383	148.552	0	0
ENST00000390286.3	381	147.049	0	0
ENST00000390284.2	362	133.58	0	0
ENST00000390283.2	414	171.604	0	0
ENST00000390287.2	365	135.633	0	0
ENST00000640991.1	351	126.22	0	0
ENST00000390282.2	419	175.079	0	0
ENST00000390285.4	353	127.669	0	0
ENST00000390289.2	379	145.472	87	16.3951
ENST00000390290.3	389	153.072	37	6.62645
ENST00000390291.2	405	164.611	0	0
ENST00000427632.2	409	167.725	0	0
ENST00000390293.1	369	138.486	0	0
ENST00000390294.2	407	166.23	0	0
ENST00000390295.3	385	150.059	0	0
ENST00000390296.2	397	158.687	0	0
ENST00000390297.3	467	213.701	0	0
ENST00000390298.2	385	150.059	0	0
ENST00000390299.2	407	166.23	0	0
ENST00000390300.2	374	141.845	0	0
ENST00000390301.3	393	155.87	0	0
ENST00000390302.3	412	169.986	0	0
ENST00000390303.3	383	148.552	0	0
ENST00000390304.2	377	144.142	0	0
ENST00000390305.2	380	146.23	0	0
ENST00000421835.2	350	125.458	0	0
ENST00000628219.1	534	270.245	0	0
ENST00000390593.2	415	172.246	0	0
ENST00000626108.1	353	127.669	0	0
ENST00000627132.1	384	149.345	0	0
ENST00000390594.3	417	173.747	0	0
ENST00000390595.3	395	157.296	0	0
ENST00000455737.2	417	173.747	0	0
ENST00000631943.1	402	162.208	0	0
ENST00000390597.3	378	144.823	0	0
ENST00000390598.2	430	183.884	0	0
ENST00000632099.1	353	127.669	0	0
ENST00000632950.2	410	168.459	0	0
ENST00000390601.3	473	218.544	0	0
ENST00000390602.3	430	183.884	0	0
ENST00000390603.2	437	189.554	0	0
ENST00000390604.2	425	179.764	0	0
ENST00000390605.2	410	168.459	0	0
ENST00000390606.3	415	172.246	0	0
ENST00000390607.2	430	183.884	0	0
ENST00000390609.3	432	185.426	0	0
ENST00000390610.2	411	169.15	0	0
ENST00000390611.2	381	147.049	0	0
ENST00000390612.3	425	179.764	0	0
ENST00000603660.1	431	184.655	0	0
ENST00000390243.2	538	273.858	0	0
ENST00000390244.2	408	166.982	0	0
ENST00000496168.1	532	268.518	0	0
ENST00000464162.1	380	146.23	0	0
ENST00000390247.2	445	196.029	0	0
ENST00000495489.1	398	159.422	0	0
ENST00000493819.1	409	167.725	0	0
ENST00000483158.1	392	155.156	0	0
ENST00000480492.1	398	159.422	0	0
ENST00000390252.2	442	193.592	0	0
ENST00000479981.1	378	144.823	0	0
ENST00000490686.1	378	144.823	0	0
ENST00000492167.1	400	160.808	0	0
ENST00000390256.2	406	165.417	0	0
ENST00000484817.1	390	153.635	0	0
ENST00000438142.3	428	182.23	0	0
ENST00000390615.2	431	184.655	0	0
ENST00000390616.2	400	160.808	0	0
ENST00000390617.2	366	136.295	0	0
ENST00000498435.1	382	147.757	0	0
ENST00000482769.1	390	153.635	0	0
ENST00000468494.1	390	153.635	0	0
ENST00000473726.1	382	147.757	0	0
ENST00000558152.2	324	108.309	0	0
ENST00000390618.2	426	180.656	0	0
ENST00000390619.2	425	179.764	11	1.67751
ENST00000465170.1	398	159.422	0	0
ENST00000498574.1	398	159.422	0	0
ENST00000620613.1	314	101.893	0	0
ENST00000621595.1	312	100.563	0	0
ENST00000429992.2	332	113.389	0	0
ENST00000560045.1	312	100.563	0	0
ENST00000448155.2	376	143.39	0	0
ENST00000509129.1	353	127.669	0	0
ENST00000390265.2	440	191.99	0	0
ENST00000611734.1	324	108.309	0	0
ENST00000474213.1	395	157.296	0	0
ENST00000491977.1	390	153.635	0	0
ENST00000612356.1	310	99.455	0	0
ENST00000453166.2	396	157.959	0	0
ENST00000558026.1	306	97.1638	0	0
ENST00000390268.2	390	153.635	0	0
ENST00000462693.1	390	153.635	0	0
ENST00000436451.2	409	167.725	0	0
ENST00000492446.1	378	144.823	0	0
ENST00000417279.3	396	157.959	0	0
ENST00000483379.1	532	270.283	2	0.202855
ENST00000390270.2	445	196.029	0	0
ENST00000390271.2	371	139.787	0	0
ENST00000434710.1	434	187.103	0	0
ENST00000390622.2	655	387.625	2.99999	0.212169
ENST00000390621.3	411	169.15	1.5	0.243105
ENST00000390624.3	432	185.426	0	0
ENST00000390625.3	439	191.141	0	0
ENST00000390626.2	410	168.459	0	0
ENST00000611391.1	376	143.39	0	0
ENST00000377032.5	371	139.787	0	0
ENST00000390277.3	444	195.182	0	0
ENST00000390278.3	373	141.16	0	0
ENST00000468879.1	532	268.518	0	0
ENST00000471857.2	534	270.245	0	0
ENST00000443397.5	384	149.345	0	0
ENST00000390627.3	571	304.118	0	0
ENST00000390628.3	414	171.604	0	0
ENST00000390630.3	457	205.515	0	0
ENST00000390629.3	495	236.839	0	0
ENST00000454421.2	431	184.655	0	0
ENST00000390632.2	427	181.484	0	0
ENST00000390633.2	412	169.986	0	0
ENST00000390634.3	434	187.103	0	0
ENST00000632209.1	353	127.669	0	0
ENST00000624687.1	411	169.15	0	0
ENST00000617374.2	358	131.08	0	0
ENST00000433072.2	437	189.554	0	0
ENST00000621503.1	303	95.1218	0	0
ENST00000390636.2	437	189.554	0	0
ENST00000390639.2	405	164.611	0	0
ENST00000424969.2	587	319.045	0	0
ENST00000354689.6	294	89.658	0	0
ENST00000558425.2	288	85.9772	0	0
ENST00000567458.2	358	131.08	3	0.627422
