seqnames	start	end	width	strand	V4	V5	V6	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	ENSEMBL	SYMBOL	GENENAME	PeakID	log2FoldChange	padj
chr1	117557684	117558222	539	*	peak_2422	-1.65754228587938	9.0544740371366e-27	Distal Intergenic	1	117604624	117605685	1062	2	100996263	ENST00000456126.1	47463	ENSG00000236866	TENT5C-DT	TENT5C divergent transcript	NA	NA	NA
chr4	65071638	65072306	669	*	peak_27691	-1.3325826968382	9.08948343017978e-27	Distal Intergenic	4	64914281	65024485	110205	2	401134	ENST00000509932.2	-47153	ENSG00000250125	LINC02232	long intergenic non-protein coding RNA 2232	NA	NA	NA
chr6	159404475	159404960	486	*	peak_30279	-1.39024048265482	1.04301767967356e-26	Intron (ENST00000753126.1/105378084, intron 1 of 2)	6	159387004	159396443	9440	1	102724053	ENST00000654094.1	17471	ENSG00000234777	LINC02529	long intergenic non-protein coding RNA 2529	NA	NA	NA
chr10	120017753	120018422	670	*	peak_5188	-1.55308629464946	1.09557218832786e-26	Distal Intergenic	10	119958513	119958592	80	1	100616322	ENST00000580643.1	59240	ENSG00000265370	MIR4682	microRNA 4682	NA	NA	NA
chr8	130880422	130881063	642	*	peak_32856	-1.07836060961576	2.07756792376071e-26	Intron (ENST00000789998.1/105375762, intron 2 of 2)	8	130850108	130907098	56991	1	105375762	ENST00000789998.1	30314	NA	LOC105375762	uncharacterized LOC105375762	NA	NA	NA
chr7	80763198	80763640	443	*	peak_31557	-1.67170242002867	1.08093821331994e-25	Intron (ENST00000265361.8/10512, intron 13 of 17)	7	80796389	80798238	1850	2	10512	ENST00000475955.1	34598	ENSG00000075223	SEMA3C	semaphorin 3C	NA	NA	NA
chr12	115691061	115691602	542	*	peak_8472	-1.3565243099958	1.29842273159784e-25	Distal Intergenic	12	115639535	115641126	1592	2	105370002	ENST00000775421.1	-49935	NA	LOC105370002	uncharacterized LOC105370002	NA	NA	NA
chr10	107972040	107972413	374	*	peak_5062	-1.78691996134888	1.40150767341336e-25	Intron (ENST00000630847.2/103695365, intron 2 of 5)	10	108040383	108040699	317	2	103695365	ENST00000622852.1	68286	ENSG00000229981	LINC01435	long intergenic non-protein coding RNA 1435	NA	NA	NA
chr8	133744384	133744852	469	*	peak_32964	-1.4972454770949	1.76461738069788e-25	Distal Intergenic	8	133775551	133777352	1802	2	101927798	ENST00000517380.1	32500	ENSG00000253165	LOC101927798	uncharacterized LOC101927798	NA	NA	NA
chr8	138605657	138606319	663	*	peak_33057	-1.38025306338482	1.76461738069788e-25	Intron (ENST00000341807.8/169044, intron 32 of 38)	8	138607938	138620620	12683	2	169044	ENST00000487854.1	14301	ENSG00000169436	COL22A1	collagen type XXII alpha 1 chain	NA	NA	NA
chr21	27649302	27649708	407	*	peak_22608	-1.55356724117866	2.23588177090953e-25	Intron (ENST00000426418.2/105372763, intron 2 of 2)	21	27638703	27672208	33506	1	105372763	ENST00000764722.1	10599	ENSG00000234052	LINC01673	long intergenic non-protein coding RNA 1673	NA	NA	NA
chr2	126896523	126896899	377	*	peak_19911	-1.46003732282295	3.187799422596e-25	Promoter (1-2kb)	2	126893547	126898804	5258	2	105373603	ENST00000843607.1	1905	NA	LOC105373603	uncharacterized LOC105373603	NA	NA	NA
chr5	38719841	38720372	532	*	peak_28224	-1.36047168235634	4.14397064652747e-25	Promoter (<=1kb)	5	38710367	38720259	9893	2	101926904	ENST00000847655.1	0	ENSG00000249740	LINC01265	long intergenic non-protein coding RNA 1265	NA	NA	NA
chr12	26164102	26164554	453	*	peak_7859	-1.48743519627394	5.5992555477684e-25	Intron (ENST00000538142.5/8082, intron 1 of 2)	12	26134967	26231146	96180	1	8082	ENST00000540266.5	29135	ENSG00000123096	SSPN	sarcospan	NA	NA	NA
chr16	7137999	7138517	519	*	peak_11933	-1.24352846636897	6.165964220193e-25	Intron (ENST00000641259.1/54715, intron 7 of 19)	16	7043707	7055541	11835	2	105371068	ENST00000849806.1	-82458	NA	LOC105371068	uncharacterized LOC105371068	NA	NA	NA
chr22	25884180	25884482	303	*	peak_23634	-1.24565414513214	6.39999292862095e-25	Intron (ENST00000536101.5/84700, intron 25 of 42)	22	25892398	25895595	3198	2	105372963	ENST00000593715.5	11113	NA	MYO18B-AS1	MYO18B antisense RNA 1	NA	NA	NA
chr2	174743872	174744471	600	*	peak_20258	-1.63649271649382	7.82758826260217e-25	Intron (ENST00000842845.1/124906096, intron 3 of 3)	2	174747810	174764412	16603	2	1134	ENST00000409219.5	19941	ENSG00000138435	CHRNA1	cholinergic receptor nicotinic alpha 1 subunit	NA	NA	NA
chr1	115192210	115192762	553	*	peak_2384	-1.34586770308324	1.24888219510354e-24	Distal Intergenic	1	115239825	115366937	127113	1	112840934	ENST00000793538.1	-47063	ENSG00000228035	NGF-AS1	NGF antisense RNA 1	NA	NA	NA
chr3	8693951	8695292	1342	*	peak_24970	-1.57174013544781	1.74873192878042e-24	Intron (ENST00000435138.5/51066, intron 4 of 17)	3	8663741	8682079	18339	2	51066	ENST00000470009.1	-11872	ENSG00000125046	SSUH2	ssu-2 homolog	NA	NA	NA
chr5	43281416	43282364	949	*	peak_28253	-1.09892353214579	2.95244331975416e-24	Distal Intergenic	5	43293734	43294852	1119	2	3157	ENST00000508319.1	12488	ENSG00000112972	HMGCS1	3-hydroxy-3-methylglutaryl-CoA synthase 1	NA	NA	NA
chr2	150681321	150681748	428	*	peak_20195	-1.65042416179301	3.37328238441234e-24	Distal Intergenic	2	150631181	150634787	3607	1	101929282	ENST00000653799.1	50140	ENSG00000224048	LINC02612	long intergenic non-protein coding RNA 2612	NA	NA	NA
chr14	76700763	76701347	585	*	peak_9829	-1.4448198660099	4.70105263949809e-24	Intron (ENST00000554926.1/105370577, intron 1 of 3)	14	76495363	76726712	231350	2	105370577	ENST00000554926.1	25365	NA	LOC105370577	uncharacterized LOC105370577	NA	NA	NA
chr8	32846974	32847417	444	*	peak_32246	-1.60708714949416	5.01424289985924e-24	Exon (ENST00000846031.1/ENST00000846031.1, exon 1 of 3)	8	32927913	33045445	117533	1	105379362	ENST00000659524.1	-80496	NA	LOC105379362	uncharacterized LOC105379362	NA	NA	NA
chr2	26805224	26805874	651	*	peak_18610	-1.23974500745889	7.0722758820626e-24	Distal Intergenic	2	26786143	26801067	14925	1	1058	ENST00000460030.1	19081	ENSG00000115163	CENPA	centromere protein A	NA	NA	NA
chr1	185500027	185500568	542	*	peak_2911	-1.30445536505774	8.30169033224189e-24	Intron (ENST00000753885.1/ENST00000753885.1, intron 2 of 2)	1	185478972	185530849	51878	1	107985239	ENST00000753887.1	21055	NA	LOC107985239	uncharacterized LOC107985239	NA	NA	NA
chr3	198093224	198093570	347	*	peak_27160	-1.7742403992823	8.37050770311441e-24	Intron (ENST00000729657.1/ENST00000729657.1, intron 1 of 3)	3	198027975	198081921	53947	2	348840	ENST00000762503.1	-11303	ENSG00000232832	ANKRD18DP	ankyrin repeat domain 18D, pseudogene	NA	NA	NA
chr12	11014781	11015361	581	*	peak_7777	-1.59622973620342	9.39892091955845e-24	Intron (ENST00000536668.2/100533464, intron 3 of 9)	12	11021619	11022620	1002	2	259294	ENST00000390673.2	7259	ENSG00000212124	TAS2R19	taste 2 receptor member 19	NA	NA	NA
chr2	233275706	233276179	474	*	peak_20634	-1.64817205340861	1.05199456270118e-23	Promoter (<=1kb)	2	233275727	233276002	276	1	677775	ENST00000516201.1	0	ENSG00000252010	SCARNA5	small Cajal body-specific RNA 5	NA	NA	NA
chr3	45023377	45024075	699	*	peak_25513	-1.4363950415031	1.0705017156601e-23	Intron (ENST00000481405.1/7123, intron 2 of 2)	3	45026303	45036071	9769	1	7123	ENST00000296130.5	-2228	ENSG00000163815	CLEC3B	C-type lectin domain family 3 member B	NA	NA	NA
chr6	152529391	152529922	532	*	peak_30216	-1.23463639402092	1.33847772586021e-23	Intron (ENST00000423061.6/23345, intron 3 of 145)	6	152462287	152563277	100991	2	23345	ENST00000535896.7	33355	ENSG00000131018	SYNE1	spectrin repeat containing nuclear envelope protein 1	NA	NA	NA
chr12	58529036	58529625	590	*	peak_8246	-1.78829660612737	1.98984319504122e-23	Intron (ENST00000849139.1/ENST00000849139.1, intron 1 of 1)	12	58544124	58813060	268937	1	100506869	ENST00000546977.5	-14499	ENSG00000258231	LOC100506869	uncharacterized LOC100506869	NA	NA	NA
chr5	95632104	95632715	612	*	peak_28373	-1.43454141768618	2.72406385721006e-23	Distal Intergenic	5	95620087	95622142	2056	1	285601	ENST00000380007.3	12017	ENSG00000178015	GPR150	G protein-coupled receptor 150	NA	NA	NA
chr13	66505238	66505866	629	*	peak_9121	-1.72733946780716	3.41403147314487e-23	Intron (ENST00000377865.7/5101, intron 4 of 4)	13	66304604	66306309	1706	2	5101	ENST00000617020.1	-198929	ENSG00000184226	PCDH9	protocadherin 9	NA	NA	NA
chr3	43423169	43423555	387	*	peak_25493	-1.66714436977447	3.56926640682752e-23	Intron (ENST00000468628.2/54861, intron 2 of 2)	3	43346923	43352152	5230	2	100873954	ENST00000607513.2	-71017	NA	SNRK-AS1	SNRK antisense RNA 1	NA	NA	NA
chr12	27493244	27493897	654	*	peak_7874	-1.56002707051716	5.31366340062802e-23	Promoter (<=1kb)	12	27493836	27502147	8312	1	341346	ENST00000541168.1	0	ENSG00000165935	SMCO2	single-pass membrane protein with coiled-coil domains 2	NA	NA	NA
chr15	86832919	86833550	632	*	peak_11229	-2.19705025265214	6.02695201084803e-23	Intron (ENST00000614907.3/123624, intron 22 of 22)	15	86932880	86946331	13452	1	105370954	ENST00000560696.1	-99330	ENSG00000259636	LOC105370954	uncharacterized LOC105370954	NA	NA	NA
chr15	63135552	63136315	764	*	peak_10536	-1.44615605426396	6.13807463174789e-23	Intron (ENST00000261893.9/114294, intron 5 of 5)	15	63129359	63141346	11988	1	114294	ENST00000559782.1	6193	ENSG00000103642	LACTB	lactamase beta	NA	NA	NA
chr8	2985187	2985805	619	*	peak_31913	-1.53748720421208	7.79441855749675e-23	Intron (ENST00000335551.11/64478, intron 41 of 55)	8	2999979	3043788	43810	2	64478	ENST00000519623.1	57983	ENSG00000183117	CSMD1	CUB and Sushi multiple domains 1	NA	NA	NA
chr18	14767917	14768589	673	*	peak_16279	-1.50888530358138	7.92650067025865e-23	Intron (ENST00000579292.5/374860, intron 1 of 4)	18	14748335	14817089	68755	1	374860	ENST00000580206.1	19582	ENSG00000180777	ANKRD30B	ankyrin repeat domain 30B	NA	NA	NA
chr2	201135290	201135704	415	*	peak_20307	-1.72044926712134	9.65160483115792e-23	Intron (ENST00000443227.5/8837, intron 2 of 8)	2	201133030	201136414	3385	1	8837	ENST00000460961.1	2260	ENSG00000003402	CFLAR	CASP8 and FADD like apoptosis regulator	NA	NA	NA
chr7	50772989	50773309	321	*	peak_31254	-1.71253235034973	1.18460753553068e-22	Intron (ENST00000335866.7/2887, intron 1 of 16)	7	50761658	50779570	17913	2	2887	ENST00000492265.1	6261	ENSG00000106070	GRB10	growth factor receptor bound protein 10	NA	NA	NA
chr5	133627201	133627559	359	*	peak_28604	-1.53716044577056	1.58225296284508e-22	Distal Intergenic	5	133196455	133612541	416087	2	23105	ENST00000265342.12	-14660	ENSG00000053108	FSTL4	follistatin like 4	NA	NA	NA
chr18	12768597	12769775	1179	*	peak_16226	-2.01326093464997	1.85555858507698e-22	Intron (ENST00000589930.4/100996324, intron 1 of 3)	18	12739493	12775119	35627	2	100996324	ENST00000733312.1	5344	NA	LINC01882	long intergenic non-protein coding RNA 1882	NA	NA	NA
chr5	158830955	158831497	543	*	peak_29077	-1.6034831226481	1.88434695599141e-22	Intron (ENST00000519890.5/1879, intron 3 of 11)	5	158698641	158708009	9369	2	1879	ENST00000518323.1	-122946	ENSG00000164330	EBF1	EBF transcription factor 1	NA	NA	NA
chr22	25497109	25497667	559	*	peak_23621	-1.20073644800118	2.1101640150426e-22	Intron (ENST00000818137.1/1416, intron 5 of 5)	22	25457380	25540792	83413	1	1416	ENST00000818132.1	39729	ENSG00000291087	CRYBB2P1	crystallin beta B2 pseudogene 1	NA	NA	NA
chr7	114048434	114049174	741	*	peak_31739	-1.1334919905879	2.27650564419246e-22	Intron (ENST00000449795.5/5506, intron 1 of 3)	7	113879556	114075920	196365	2	5506	ENST00000449795.5	26746	ENSG00000154415	PPP1R3A	protein phosphatase 1 regulatory subunit 3A	NA	NA	NA
chr14	61642321	61642970	650	*	peak_9541	-1.30829667507993	2.32804846464605e-22	Intron (ENST00000556347.1/5583, intron 3 of 3)	14	61647420	61654002	6583	1	400221	ENST00000556717.3	-4450	ENSG00000232774	LINC03033	long intergenic non-protein coding RNA 3033	NA	NA	NA
chr14	100871252	100873434	2183	*	peak_10103	-1.07327414606914	2.78167293556879e-22	Promoter (1-2kb)	14	100874493	100874585	93	1	442905	ENST00000362281.3	-1059	ENSG00000199151	MIR337	microRNA 337	NA	NA	NA
chr15	68017172	68017561	390	*	peak_10685	-1.29457319036176	3.36875950583053e-22	Distal Intergenic	15	68054309	68142339	88031	1	8554	ENST00000564915.5	-36748	ENSG00000033800	PIAS1	protein inhibitor of activated STAT 1	NA	NA	NA
chr1	183908193	183908528	336	*	peak_2902	-1.30341048384234	3.48405161411348e-22	Intron (ENST00000304685.8/23179, intron 15 of 18)	1	183929889	183936924	7036	2	23127	ENST00000486375.2	28396	ENSG00000198756	COLGALT2	collagen beta(1-O)galactosyltransferase 2	NA	NA	NA
chr16	12857303	12857953	651	*	peak_12113	-1.41548491576418	3.63541141634899e-22	Distal Intergenic	16	12842487	12842610	124	2	124900378	ENST00000362604.1	-14693	ENSG00000199474	LOC124900378	small nucleolar RNA SNORA27	NA	NA	NA
chr20	39164253	39165085	833	*	peak_21692	-1.29786460607061	3.73797524416393e-22	Intron (ENST00000772862.1/107985448, intron 4 of 4)	20	39130958	39401661	270704	1	107985448	ENST00000772859.1	33295	NA	LOC107985448	uncharacterized LOC107985448	NA	NA	NA
chr3	73866811	73867348	538	*	peak_26170	-1.56132346231112	3.86866031787911e-22	Intron (ENST00000659853.1/105377165, intron 2 of 3)	3	73827456	73879625	52170	1	105377165	ENST00000756909.1	39355	NA	LINC02005	long intergenic non-protein coding RNA 2005	NA	NA	NA
chr18	9899089	9899638	550	*	peak_16151	-1.1895668113344	4.16708543995041e-22	Distal Intergenic	18	9886014	9886930	917	1	84203	ENST00000426718.3	13075	ENSG00000168454	TXNDC2	thioredoxin domain containing 2	NA	NA	NA
chr2	220224795	220225143	349	*	peak_20477	-1.56001309072914	4.85998262668805e-22	Intron (ENST00000830324.1/105373891, intron 4 of 5)	2	220316778	220450448	133671	1	105373893	ENST00000830450.1	-91635	NA	LOC105373893	uncharacterized LOC105373893	NA	NA	NA
chr14	59521935	59522267	333	*	peak_9511	-1.69208912123686	5.96433561907597e-22	Intron (ENST00000554253.1/729665, intron 1 of 5)	14	59479274	59525437	46164	2	729665	ENST00000554253.1	3170	ENSG00000151838	CCDC175	coiled-coil domain containing 175	NA	NA	NA
chr12	12160746	12161092	347	*	peak_7792	-1.50965185348821	6.2941296685062e-22	Intron (ENST00000298566.2/79370, intron 5 of 6)	12	12125362	12135228	9867	2	4040	ENST00000540415.1	-25518	ENSG00000070018	LRP6	LDL receptor related protein 6	NA	NA	NA
chr18	3446553	3447009	457	*	peak_16049	-1.3465729566057	9.24690919055747e-22	Promoter (<=1kb)	18	3447609	3459978	12370	1	7050	ENST00000618001.4	-600	ENSG00000177426	TGIF1	TGFB induced factor homeobox 1	NA	NA	NA
chr2	1323144	1324306	1163	*	peak_18004	-1.45843636952497	9.78081860251843e-22	Intron (ENST00000308624.10/54221, intron 16 of 16)	2	1353688	1367613	13926	1	54221	ENST00000472606.1	-29382	ENSG00000172554	SNTG2	syntrophin gamma 2	NA	NA	NA
chr18	7016778	7017456	679	*	peak_16080	-1.16930948993096	1.06963319545906e-21	Exon (ENST00000389658.4/284217, exon 20 of 63)	18	7038572	7040237	1666	2	284217	ENST00000585178.1	22781	ENSG00000101680	LAMA1	laminin subunit alpha 1	NA	NA	NA
chr19	46288960	46289624	665	*	peak_17675	-1.30878037450121	1.22607135846373e-21	Distal Intergenic	19	46297042	46343433	46392	1	64344	ENST00000377670.9	-7418	ENSG00000124440	HIF3A	hypoxia inducible factor 3 subunit alpha	NA	NA	NA
chr2	100440937	100441384	448	*	peak_19465	-1.7527578850104	1.30977366335434e-21	Distal Intergenic	2	100391860	100417668	25809	2	9486	ENST00000264249.8	-23269	ENSG00000115526	CHST10	carbohydrate sulfotransferase 10	NA	NA	NA
chr8	126839313	126841057	1745	*	peak_32795	-1.00706907407163	1.31633887295222e-21	Intron (ENST00000645463.1/105375751, intron 4 of 6)	8	126838041	126845337	7297	2	105375753	ENST00000740238.1	4280	ENSG00000253573	LOC105375753	uncharacterized LOC105375753	NA	NA	NA
chr16	9722045	9722501	457	*	peak_11964	-1.41670696668995	1.3179529436027e-21	Distal Intergenic	16	9764839	9769228	4390	2	2903	ENST00000463531.1	46727	ENSG00000183454	GRIN2A	glutamate ionotropic receptor NMDA type subunit 2A	NA	NA	NA
chr5	113922359	113922753	395	*	peak_28418	-1.50190497324848	1.42385265672108e-21	Distal Intergenic	5	114055926	114229386	173461	1	3781	ENST00000512927.2	-133173	ENSG00000080709	KCNN2	potassium calcium-activated channel subfamily N member 2	NA	NA	NA
chr2	156114893	156115471	579	*	peak_20204	-1.54020781997141	1.49656097496734e-21	Intron (ENST00000824378.1/101929378, intron 3 of 6)	2	156011617	156024613	12997	2	101929378	ENST00000448255.5	-90280	ENSG00000226383	LINC01876	long intergenic non-protein coding RNA 1876	NA	NA	NA
chr1	184800942	184801841	900	*	peak_2908	-1.15193723395117	1.5173842223382e-21	Intron (ENST00000417056.5/116496, intron 2 of 3)	1	184790724	184805985	15262	2	116496	ENST00000417056.5	4144	ENSG00000135842	NIBAN1	niban apoptosis regulator 1	NA	NA	NA
chr7	44617224	44618034	811	*	peak_31113	-1.63476216225514	1.5173842223382e-21	Intron (ENST00000439616.6/4967, intron 1 of 19)	7	44606628	44708138	101511	1	4967	ENST00000444676.5	10596	ENSG00000105953	OGDH	oxoglutarate dehydrogenase	NA	NA	NA
chr18	7856561	7857267	707	*	peak_16103	-1.29710576537647	1.52184424542504e-21	Intron (ENST00000332175.12/5797, intron 2 of 30)	18	7774140	8406858	632719	1	5797	ENST00000400060.8	82421	ENSG00000173482	PTPRM	protein tyrosine phosphatase receptor type M	NA	NA	NA
chr8	142335054	142335446	393	*	peak_33479	-1.38802458850234	1.55733084277037e-21	Intron (ENST00000524325.6/203062, intron 4 of 13)	8	142300116	142326225	26110	2	203062	ENST00000518928.1	-8829	ENSG00000171045	TSNARE1	t-SNARE domain containing 1	NA	NA	NA
chr8	122786126	122787098	973	*	peak_32709	-1.18307751478765	1.56843480221678e-21	Intron (ENST00000314393.6/22882, intron 1 of 3)	8	122781655	122974510	192856	1	22882	ENST00000314393.6	4471	ENSG00000178764	ZHX2	zinc fingers and homeoboxes 2	NA	NA	NA
