Geneid	Chr	Start	End	Strand	log2FoldChange	padj	countsa	countsb
peak_23061	chr22	19359986	19361917	.	1.42656326694538	1.19730848864554e-38	1902	426
peak_21515	chr20	32605880	32608486	.	2.16357108757403	1.2119744284302e-38	1962	272
peak_7058	chr11	76281170	76283617	.	1.62599664149325	1.50874181563792e-38	1428	256
peak_18447	chr2	20884704	20885412	.	-1.5727190710435	4.22806220145805e-38	508	904
peak_20913	chr2	240687073	240689013	.	2.01946600842799	4.89435528655645e-38	950	128
peak_13820	chr17	19022091	19023598	.	1.90806147293858	8.70529201404154e-38	1048	178
peak_23527	chr22	24149648	24150603	.	2.06841357296894	2.14850057935808e-37	778	124
peak_14711	chr17	50658367	50659618	.	2.04791882688836	3.39093451275632e-37	892	134
peak_33281	chr8	141473817	141476556	.	1.29809670403412	4.70757795935195e-37	3032	704
peak_33310	chr8	141597829	141599869	.	1.35486144493978	4.70757795935195e-37	2222	572
peak_31127	chr7	44977365	44979091	.	1.9520761937583	6.46648920139826e-37	910	134
peak_11620	chr16	1435800	1436982	.	2.24665800994122	2.24765696287522e-36	958	122
peak_24189	chr22	39427750	39429450	.	1.93819004309686	2.90438502284651e-36	878	132
peak_4316	chr10	71450302	71452638	.	1.2891467891933	4.30929185792901e-36	2070	496
peak_23059	chr22	19356064	19358094	.	1.34754823570582	1.25616326076632e-35	2206	528
peak_33278	chr8	141447616	141452333	.	1.09178786714174	1.49166994140509e-35	5872	1612
peak_33742	chr8	144039247	144042280	.	1.20513625270154	1.67438600205353e-35	2566	692
peak_15933	chr17	82156447	82158205	.	2.02820896221207	1.6950317093013e-35	954	148
peak_15623	chr17	79191257	79192339	.	2.2696496908054	1.99922195742677e-35	982	126
peak_15412	chr17	75612524	75616810	.	1.39688832710994	2.38713000473426e-35	2928	630
peak_33455	chr8	142223986	142228706	.	1.07650804209114	2.65008365156191e-35	4694	1400
peak_33671	chr8	143437137	143439092	.	2.0664172853846	2.65008365156191e-35	1598	242
peak_33249	chr8	141329147	141331369	.	1.51676045941382	4.94728068990479e-35	2186	454
peak_4737	chr10	86328630	86332186	.	1.24514759779596	6.74309332355361e-35	2504	678
peak_10905	chr15	74611272	74613468	.	1.60078989285738	6.74309332355361e-35	1128	224
peak_14938	chr17	63529589	63532485	.	1.21565573847534	7.69844879063856e-35	3182	872
peak_15407	chr17	75572662	75574721	.	1.79125251968713	7.69844879063856e-35	1018	192
peak_24138	chr22	38731069	38733482	.	1.87335988736114	7.69844879063856e-35	1370	214
peak_32979	chr8	133997848	133998512	.	-1.49417864590107	8.59139138860573e-35	538	946
peak_19028	chr2	64622450	64623824	.	1.75504681379389	1.05998096137027e-34	986	174
peak_27618	chr4	46212835	46213359	.	-1.77672555109572	1.97042701662789e-34	248	526
peak_25619	chr3	47418601	47421395	.	1.39886601399843	3.20791485540926e-34	2494	508
peak_30831	chr7	6528109	6529268	.	1.84589328100713	3.20791485540926e-34	970	180
peak_34906	chr9	134225976	134228856	.	1.70903241332533	3.36380750161733e-34	1166	208
peak_11687	chr16	2082829	2087447	.	1.37613561239616	4.05072822547825e-34	3322	644
peak_21581	chr20	33657675	33661518	.	1.31617701610488	4.22124326239673e-34	2698	584
peak_16084	chr18	7150610	7151335	.	-1.5646433575994	7.57371198187428e-34	888	1760
peak_23290	chr22	21915707	21918417	.	1.69966556752228	8.96589986615042e-34	1710	314
peak_24083	chr22	37734209	37735855	.	2.31354662669675	9.6090931636784e-34	808	104
peak_30634	chr7	1487506	1489717	.	1.87897593503511	9.93730631803819e-34	1126	190
peak_32877	chr8	132331754	132332316	.	-1.5305745600487	1.30897462146301e-33	472	840
peak_15963	chr17	82386239	82387420	.	2.42966497623962	1.48908346983285e-33	818	94
peak_23842	chr22	31139710	31142279	.	1.45374093335732	1.88341590861896e-33	1468	342
peak_32588	chr8	101854918	101855533	.	-1.62854562490687	2.21027851316873e-33	440	898
peak_25740	chr3	49647794	49650331	.	1.34466561884917	2.30796927069531e-33	2274	596
peak_1255	chr1	31813904	31815654	.	1.88740326359462	4.00428492892115e-33	1406	226
peak_14222	chr17	39651954	39654033	.	1.44815916602642	4.14718628427668e-33	1324	286
peak_22312	chr20	62412082	62414440	.	1.70197071106354	4.61190446740555e-33	2048	362
peak_33385	chr8	141930596	141932250	.	1.3605935537158	4.71487952665812e-33	1974	470
peak_33687	chr8	143524195	143530757	.	1.17488516731348	4.71487952665812e-33	7102	1708
peak_6718	chr11	69059464	69061385	.	1.62819961732799	5.4572015384711e-33	1106	226
peak_14749	chr17	51651509	51652174	.	-1.36348753211126	6.14851439520656e-33	718	1148
peak_11686	chr16	2070581	2074971	.	1.85078090533513	8.75470057539542e-33	2894	476
peak_26424	chr3	126432931	126435406	.	1.42913774486856	8.75470057539542e-33	2226	500
peak_14888	chr17	60156592	60157633	.	1.77201446584528	1.09107918502612e-32	1194	212
peak_22474	chr20	63294339	63296808	.	1.20327734209104	1.75669900731228e-32	3066	772
peak_23179	chr22	20191764	20196907	.	0.996360843064708	1.95898192767064e-32	5812	1766
peak_25946	chr3	52059030	52060672	.	1.46799427555559	2.57312106886907e-32	1514	330
peak_15278	chr17	74403498	74404709	.	1.63831663617272	3.05024958249075e-32	1058	214
peak_27571	chr4	33715932	33716435	.	-1.54017541251425	3.21064468704873e-32	378	618
peak_33575	chr8	142798583	142800811	.	1.86685644320665	3.21064468704873e-32	2084	324
peak_14756	chr17	54776856	54777490	.	-1.68531661420475	3.2746260767889e-32	288	594
peak_21208	chr20	16939109	16940052	.	-1.71941306854412	4.53770940962692e-32	318	612
peak_9769	chr14	73802308	73803122	.	2.04918474893021	6.83060094246779e-32	902	142
peak_15602	chr17	79094909	79096904	.	1.38447035409882	7.92567870034714e-32	1694	380
peak_23116	chr22	19869898	19875416	.	0.936536721633829	7.92567870034714e-32	6852	2002
peak_24777	chr22	48751967	48753603	.	1.55195961786372	7.92567870034714e-32	1244	262
peak_15604	chr17	79104944	79106579	.	1.6480150430982	8.30537017259972e-32	1530	284
peak_5657	chr11	1853461	1857170	.	1.38627678565228	1.03752068462386e-31	1838	388
peak_24699	chr22	47057784	47059420	.	1.62541307448005	1.17067931673964e-31	1028	212
peak_16280	chr18	14826875	14827390	.	-1.56736307484853	1.30549195209569e-31	516	938
peak_35331	chrX	153489843	153492322	.	1.82085073691132	1.30549195209569e-31	1164	182
peak_25937	chr3	52018681	52020040	.	1.83741327867408	1.61300441067265e-31	986	166
peak_11771	chr16	2986624	2992386	.	1.32567467421689	1.70871051748708e-31	4230	888
peak_12173	chr16	20610005	20615254	.	1.22509217329982	2.07449229356333e-31	5042	1262
peak_23140	chr22	19998663	20000718	.	1.20472124519757	2.07449229356333e-31	2078	554
peak_33776	chr8	144328184	144330557	.	1.34480336920449	2.07449229356333e-31	2054	510
peak_2001	chr1	54260250	54261279	.	2.12799672695556	2.26280141313754e-31	622	86
peak_882	chr1	25054511	25056958	.	1.98121861721638	2.34702839703854e-31	1404	220
peak_20924	chr2	240743663	240746708	.	1.5711766058841	2.34702839703854e-31	1224	240
peak_10753	chr15	69576865	69578022	.	1.88883051043865	2.89589064440001e-31	816	146
peak_33694	chr8	143573794	143576676	.	1.2357485922993	2.89589064440001e-31	2812	706
peak_30659	chr7	1843765	1845422	.	1.78657065284722	3.07034113420506e-31	1046	180
peak_18577	chr2	26612511	26614071	.	1.81602038371502	3.24727709313772e-31	1338	224
peak_26423	chr3	126421496	126423569	.	1.48761552083197	3.57085044794726e-31	2108	458
peak_33675	chr8	143471894	143474626	.	1.24933146362089	4.43342629064154e-31	2522	590
peak_6822	chr11	70499869	70501920	.	1.64580769802392	6.54490699305504e-31	1344	260
peak_1915	chr1	53274605	53276359	.	2.1422180815761	6.65752281867434e-31	1012	156
peak_31350	chr7	64300490	64301342	.	-1.39073643375024	8.81746675348845e-31	510	830
peak_23261	chr22	21022458	21023923	.	1.83039938096467	9.64835695232703e-31	1132	190
peak_2953	chr1	201250527	201252553	.	1.46426381862873	1.01801290078615e-30	1410	290
peak_8590	chr12	122987767	122992282	.	1.32011016547984	1.07858185024271e-30	3106	724
peak_4599	chr10	79254189	79255569	.	1.55993054491794	1.20592584797512e-30	1174	236
peak_22384	chr20	62764648	62766401	.	1.44367171044681	1.24653863915125e-30	1442	292
peak_15829	chr17	81259002	81261419	.	1.68507627997664	1.3262671092118e-30	1656	292
peak_2672	chr1	156936744	156939266	.	1.33092005033021	1.34619052647176e-30	1732	396
peak_32965	chr8	133753103	133753721	.	-1.1141135567224	1.4165811931865e-30	1106	1476
peak_25103	chr3	13059810	13061305	.	1.76568835331571	1.44985240491514e-30	1022	188
peak_33569	chr8	142768218	142772400	.	0.97963109318398	1.69054236761712e-30	4852	1424
peak_33467	chr8	142280045	142282446	.	1.28835339533073	2.14172128341153e-30	2170	524
peak_25582	chr3	46867291	46869150	.	1.40191391892524	2.14230867003269e-30	1372	324
peak_5324	chr10	124599053	124601312	.	1.41249857556496	2.5397079546275e-30	1476	356
peak_33715	chr8	143805559	143808345	.	1.25793706596005	3.18412598352568e-30	3456	766
peak_32690	chr8	121096557	121097013	.	-1.53214444682088	3.24072511790378e-30	440	754
peak_25700	chr3	49111388	49112892	.	1.76298465092196	3.28587890741259e-30	946	204
peak_1823	chr1	47212823	47213972	.	2.05506584111478	3.60782617665895e-30	608	104
peak_9740	chr14	72686097	72686557	.	-1.61256691828903	3.9859618556042e-30	306	572
peak_33924	chr9	33922779	33924601	.	1.24652466461979	4.04782544085457e-30	1736	444
peak_13548	chr17	4513346	4515993	.	1.65442401784093	4.31024429239708e-30	1316	262
peak_4411	chr10	72327918	72330275	.	1.20405592320404	4.78509539371244e-30	2006	540
peak_33487	chr8	142378521	142380703	.	1.19541354838051	5.833691321135e-30	2514	682
peak_33716	chr8	143808426	143814650	.	0.997794579638894	6.66394675897328e-30	5990	1740
peak_6546	chr11	65868874	65871596	.	1.4049741500673	7.84760442480783e-30	1494	344
peak_23498	chr22	23834608	23838213	.	1.42404582667603	9.76506131399382e-30	2446	536
peak_20134	chr2	131517113	131518224	.	2.52790508160554	1.06306338918486e-29	636	70
peak_4189	chr10	70537207	70539955	.	1.96192993409897	1.33117995184168e-29	1874	288
peak_20000	chr2	128448251	128450442	.	1.37199553220773	1.4934214621197e-29	1792	428
peak_13998	chr17	29162009	29163775	.	1.56187646771641	1.8448234572428e-29	1058	202
peak_26485	chr3	127028009	127029722	.	1.77284813798844	2.34012663632775e-29	830	142
peak_15868	chr17	81526669	81529758	.	1.25471881141221	2.49285351560796e-29	2988	716
peak_23073	chr22	19525761	19527600	.	1.52518082266238	2.6514191971529e-29	1684	346
peak_18451	chr2	20989564	20990462	.	1.64865785252351	3.39114918205727e-29	906	192
peak_34994	chr9	135685841	135687301	.	1.78366650044811	3.39694029491587e-29	736	136
peak_12592	chr16	56348302	56350220	.	1.30353557506494	3.49521665115544e-29	1436	352
peak_4272	chr10	71234675	71236681	.	1.55986291796118	3.60427875495753e-29	1640	366
peak_11812	chr16	3575131	3576338	.	1.48014997253561	3.62262396095313e-29	1068	222
peak_4255	chr10	71071157	71073334	.	1.28320147951938	4.98397142716621e-29	1854	492
peak_15858	chr17	81466766	81468607	.	1.93363781169069	5.32929835492807e-29	1232	184
peak_23794	chr22	30368906	30373232	.	1.00729861524422	5.33425873629838e-29	4230	1232
peak_24328	chr22	42383019	42385158	.	1.57536193122929	5.38327657052979e-29	1182	246
peak_26507	chr3	127369339	127370431	.	2.04179371268915	5.38327657052979e-29	670	112
peak_1441	chr1	37035799	37036991	.	1.68766873507583	5.47282184787445e-29	898	154
peak_4602	chr10	79269513	79271555	.	1.3270293071294	5.56742287410085e-29	1736	404
peak_23631	chr22	25804205	25805924	.	1.55949353827165	5.8406074806654e-29	1364	286
peak_16269	chr18	14174429	14175237	.	2.01901731573938	7.70660681683141e-29	754	94
peak_18412	chr2	20210459	20212268	.	1.37901014026412	8.12852758564162e-29	1596	368
peak_33538	chr8	142594886	142596537	.	1.64409872455769	8.50325361609201e-29	1716	328
peak_15603	chr17	79100629	79102805	.	1.55109789287813	8.75847494919028e-29	1604	326
peak_33695	chr8	143580278	143584279	.	1.09702358644454	9.34286756055099e-29	3276	962
peak_18035	chr2	2054110	2055060	.	-1.28924040232306	9.90120520894987e-29	712	978
peak_13332	chr16	88477792	88480704	.	1.23299932802434	1.00256708495996e-28	1626	432
peak_16105	chr18	7879698	7880215	.	-1.24073417512858	1.11126533889047e-28	696	1072
peak_30889	chr7	27975130	27975625	.	-1.40724109054562	1.12129913554854e-28	522	802
peak_7946	chr12	39232277	39232975	.	-1.71908071845802	1.44090343591959e-28	232	490
peak_2913	chr1	191558221	191558690	.	-1.94122455009189	1.81627666106964e-28	146	372
peak_6263	chr11	61481903	61482965	.	1.95268756927293	1.85144959038487e-28	744	118
peak_10386	chr15	41860781	41864425	.	1.25763873216745	1.8559178908991e-28	2174	602
peak_16276	chr18	14501739	14502863	.	1.90093778165183	1.86120863977769e-28	748	120
peak_24489	chr22	44279973	44283577	.	1.09886803560435	1.99735663540396e-28	2306	620
peak_7456	chr12	171767	174551	.	1.24481197249197	2.16911527906132e-28	2572	658
peak_32727	chr8	123579528	123580391	.	-1.44623353355949	2.19435135078697e-28	688	1116
peak_15413	chr17	75619207	75622637	.	1.32584412611274	2.22109682073637e-28	2074	512
peak_5639	chr11	1481755	1483890	.	1.82312818342603	2.62343100887384e-28	858	152
peak_22501	chr20	63427565	63431352	.	1.13857288217667	2.6399624741295e-28	3904	972
peak_14828	chr17	58044304	58044906	.	-1.4136863577864	2.6413112483367e-28	442	744
peak_15195	chr17	73545172	73547554	.	1.14546295760642	3.08354073508972e-28	2378	616
peak_23139	chr22	19996628	19998325	.	1.20099200848431	3.16845991290141e-28	1746	474
peak_4127	chr10	69731201	69733437	.	1.2507875562916	3.59958109486537e-28	2470	610
peak_25976	chr3	52248684	52250193	.	1.78434690160145	3.67214395968745e-28	966	168
peak_22315	chr20	62422718	62427882	.	0.955757682958671	4.18825362754102e-28	5084	1468
peak_26408	chr3	126347012	126348193	.	1.74386114453998	4.29745979282708e-28	1182	212
peak_25964	chr3	52191135	52191956	.	1.87467759262896	4.35867699197901e-28	688	114
peak_23224	chr22	20532373	20533274	.	1.92640761148044	4.48303603924725e-28	678	128
peak_22317	chr20	62439340	62440964	.	1.32031565825777	4.9069168011109e-28	1570	386
peak_16285	chr18	14961994	14962385	.	-1.36914418660649	5.30749327013578e-28	472	666
peak_29621	chr6	33976895	33978536	.	1.53614973885725	5.53744947578382e-28	1020	208
peak_9542	chr14	61643369	61643926	.	-1.37230130707109	6.98958853455884e-28	754	1120
peak_4444	chr10	75102993	75105257	.	1.45515602149003	7.51065842257472e-28	1588	386
peak_33805	chr8	144494254	144495145	.	2.17595519336971	7.86765885866719e-28	948	124
peak_1715	chr1	43599358	43600673	.	1.43037762795593	8.70116175886073e-28	1106	258
peak_33395	chr8	141976666	141978819	.	1.09424656295635	8.80181245945996e-28	2424	732
peak_937	chr1	26353712	26355435	.	1.61452167526047	9.15906644647478e-28	1220	242
peak_33688	chr8	143532261	143533657	.	1.45473229270015	9.19621891233008e-28	1320	254
peak_16034	chr18	2515973	2516659	.	-1.06353657979602	1.00154813053593e-27	2190	2904
peak_15591	chr17	78975868	78977717	.	1.26904423691654	1.06724148958473e-27	1412	350
peak_18391	chr2	20114006	20115307	.	1.58558857652522	1.06724148958473e-27	1132	228
peak_2236	chr1	109759253	109762235	.	1.77627034866541	1.2166295968419e-27	1694	334
peak_7671	chr12	6123351	6124617	.	2.12238365331342	1.23599036992281e-27	822	124
peak_31373	chr7	65838277	65842285	.	1.9751671639288	1.70502342267981e-27	2370	348
peak_33535	chr8	142582912	142587321	.	0.981351431424357	1.93283678881493e-27	3674	1096
peak_15406	chr17	75569822	75572325	.	1.29157758584241	1.99884825203243e-27	1700	422
peak_4855	chr10	97827717	97829259	.	1.80019125784222	2.09377427955142e-27	894	158
peak_15606	chr17	79112949	79114960	.	1.25457275652769	2.12372044870045e-27	1774	436
peak_34755	chr9	129048341	129050080	.	1.76629785515778	2.1748333564787e-27	822	148
peak_15686	chr17	79484619	79485474	.	2.20150667678479	2.21686537529222e-27	598	78
peak_19886	chr2	126515465	126515831	.	-1.5185477413851	2.32454487599281e-27	356	652
peak_19181	chr2	72939562	72941910	.	1.6465384147486	2.93464077423447e-27	1264	250
peak_4218	chr10	70751136	70752954	.	1.50019117546178	3.17956311967917e-27	1748	388
peak_7450	chr12	124445	125878	.	1.62341904951599	3.260926993795e-27	1214	248
peak_23284	chr22	21694419	21696498	.	1.50488023265985	3.45353567440342e-27	1292	278
peak_25915	chr3	51690828	51692210	.	1.95903512513451	3.46914186532192e-27	936	150
peak_10384	chr15	41852063	41854949	.	1.1867598352727	3.71025890890993e-27	1890	512
peak_33491	chr8	142398375	142400491	.	1.11246756135048	3.71025890890993e-27	2400	704
peak_33308	chr8	141581823	141583254	.	1.40130362525004	3.77540323644151e-27	1194	272
peak_24641	chr22	46286700	46287974	.	1.8676546243639	3.84789110409582e-27	810	124
peak_28240	chr5	41748675	41749040	.	-1.9720122327324	4.39536862067363e-27	128	356
peak_11302	chr15	89765778	89768692	.	1.23865242990075	5.03232719613055e-27	2596	696
peak_28471	chr5	130715425	130715923	.	-1.46133876738414	5.45301824821727e-27	360	672
peak_4193	chr10	70564484	70565627	.	1.48322779321517	5.45789495670277e-27	930	202
peak_5335	chr10	124697970	124700551	.	1.25142238267415	6.38230522109912e-27	1422	340
peak_26996	chr3	186824404	186826123	.	1.68129395201346	8.12298180808899e-27	848	172
peak_2579	chr1	154863757	154865134	.	1.49649900895482	8.70981190749483e-27	1030	222
peak_34146	chr9	77807159	77807540	.	-1.79711521506438	8.70981190749483e-27	172	356
peak_4356	chr10	71678951	71680351	.	1.85083981022794	8.94448300963991e-27	850	152
peak_2422	chr1	117557683	117558222	.	-1.65754228587938	9.0544740371366e-27	238	430
peak_15348	chr17	74836499	74838387	.	1.74965584096463	9.0544740371366e-27	1020	194
peak_33780	chr8	144350320	144351848	.	1.25605102888838	9.0544740371366e-27	1660	404
peak_27691	chr4	65071637	65072306	.	-1.3325826968382	9.08948343017978e-27	560	832
peak_8001	chr12	49293452	49295248	.	1.60268323787468	9.38733266253803e-27	1000	198
peak_24419	chr22	43395187	43396051	.	2.28340543514703	1.04301767967356e-26	606	72
peak_30279	chr6	159404474	159404960	.	-1.39024048265482	1.04301767967356e-26	490	696
peak_21920	chr20	50036996	50038302	.	2.01237398042641	1.08362703166571e-26	854	142
peak_5188	chr10	120017752	120018422	.	-1.55308629464946	1.09557218832786e-26	392	726
peak_29671	chr6	34514643	34518214	.	1.31374377700251	1.14198627605988e-26	2074	496
peak_14377	chr17	44261293	44263608	.	1.3619698635946	1.38363112990785e-26	1354	296
peak_34316	chr9	93034915	93038611	.	1.16408906151166	1.44801846416273e-26	2402	714
peak_22395	chr20	62827139	62830590	.	1.31082191269065	1.5899026168238e-26	2248	558
peak_15037	chr17	66841482	66843065	.	1.49213891009676	1.6187799755827e-26	1150	258
peak_19818	chr2	120831627	120833740	.	1.67790982770348	1.76647249451167e-26	1072	232
peak_11068	chr15	78122589	78124316	.	1.51724334561275	1.96015355405751e-26	868	194
peak_26655	chr3	129085424	129087498	.	1.85694282985904	1.96015355405751e-26	876	158
peak_32856	chr8	130880421	130881063	.	-1.07836060961576	2.07756792376071e-26	1164	1580
peak_10733	chr15	68729542	68731904	.	1.46508609828588	2.12011925601196e-26	1402	340
peak_33642	chr8	143263350	143264364	.	1.41818075062182	2.12011925601196e-26	1042	222
peak_21804	chr20	46331970	46333743	.	1.56438361832108	2.33652741637503e-26	1064	234
peak_23231	chr22	20589237	20592427	.	0.992959772010036	2.51674498854518e-26	2758	822
peak_455	chr1	11765767	11767590	.	1.81390589286133	2.66963076217761e-26	956	160
peak_271	chr1	6467192	6469751	.	1.37478140438827	2.70678603599665e-26	1272	284
peak_8011	chr12	49553711	49554902	.	2.08956554293313	2.84453225579015e-26	594	90
peak_23796	chr22	30376304	30377903	.	1.85906122409132	2.98468027755673e-26	966	170
peak_14492	chr17	45848020	45850169	.	1.15522957786869	3.15737186912602e-26	2766	782
peak_15720	chr17	79741192	79744232	.	1.03821754973445	3.40278658967834e-26	2516	714
peak_23808	chr22	30521057	30521731	.	2.16790045336974	3.53166021958705e-26	450	64
peak_11785	chr16	3142866	3144891	.	1.10201288917102	3.71260089534271e-26	1918	522
peak_33570	chr8	142772473	142776376	.	0.996277704001097	3.81431175566669e-26	4178	1232
peak_10392	chr15	41890250	41892460	.	1.31850504269182	3.99371169958393e-26	1424	382
peak_14466	chr17	45709473	45710569	.	1.98300024081203	4.23201356207507e-26	970	164
peak_26665	chr3	129357595	129358677	.	2.05043624639435	4.40962690647416e-26	516	84
peak_23437	chr22	23157493	23159906	.	1.21728913326458	4.63749773284366e-26	2246	652
peak_11025	chr15	77771333	77772247	.	2.17066404463823	5.36307778534049e-26	468	70
peak_14668	chr17	50260492	50261585	.	1.9164682938733	5.57466689732399e-26	768	132
peak_33676	chr8	143479855	143483018	.	1.14164771445532	5.79520616752895e-26	3340	858
peak_25584	chr3	46872877	46874492	.	1.43612017487079	6.20184886319797e-26	1058	238
peak_6436	chr11	64599710	64604243	.	1.04883916655187	7.62231876548893e-26	2424	664
peak_33620	chr8	143147643	143149572	.	1.22847023638597	8.31454959103579e-26	1658	476
peak_376	chr1	10673747	10675009	.	1.53372400501055	8.88432559453694e-26	848	182
peak_526	chr1	15734933	15737137	.	1.57488928398488	1.03668677943505e-25	968	184
peak_26317	chr3	123411029	123412319	.	1.69678971161247	1.03668677943505e-25	798	158
peak_22093	chr20	57415792	57417283	.	1.40777459521312	1.06676858312795e-25	1284	332
peak_31557	chr7	80763197	80763640	.	-1.67170242002867	1.08093821331994e-25	232	494
peak_8472	chr12	115691060	115691602	.	-1.3565243099958	1.29842273159784e-25	438	666
peak_5062	chr10	107972039	107972413	.	-1.78691996134888	1.40150767341336e-25	166	376
peak_10640	chr15	66631607	66632649	.	1.70619843697944	1.45441378155592e-25	780	140
peak_30648	chr7	1650206	1651727	.	1.60780225767215	1.62822817973858e-25	1016	198
peak_33349	chr8	141760059	141761847	.	1.42018940899065	1.63055604526446e-25	1568	370
peak_13709	chr17	17519040	17520447	.	1.79306604226895	1.66250444063924e-25	788	142
peak_25842	chr3	50422901	50423911	.	2.13048247799342	1.67240860076964e-25	840	126
peak_15668	chr17	79415379	79418093	.	1.08803205173225	1.76461738069788e-25	2484	682
peak_32964	chr8	133744383	133744852	.	-1.4972454770949	1.76461738069788e-25	410	658
peak_33057	chr8	138605656	138606319	.	-1.38025306338482	1.76461738069788e-25	562	970
peak_22608	chr21	27649301	27649708	.	-1.55356724117866	2.23588177090953e-25	252	448
peak_20624	chr2	233061296	233062823	.	1.47160714209067	2.64335891373974e-25	1112	248
peak_20954	chr2	240928279	240932416	.	1.20587263250709	2.94079383152165e-25	2534	764
peak_5526	chr10	132971546	132975617	.	1.27462553022002	3.0702537853149e-25	1872	486
peak_1237	chr1	31731970	31733536	.	1.97778050645479	3.187799422596e-25	702	116
peak_19911	chr2	126896522	126896899	.	-1.46003732282295	3.187799422596e-25	380	634
peak_13818	chr17	19010889	19013081	.	1.52537034115481	3.63590975296985e-25	1080	248
peak_9786	chr14	74406807	74408319	.	1.53541911466583	3.89521852565978e-25	1048	254
peak_35081	chr9	137023499	137024717	.	2.22410933851778	3.97903164822457e-25	578	78
peak_14489	chr17	45835835	45837581	.	1.12390404334784	4.05035363310773e-25	2218	618
peak_28224	chr5	38719840	38720372	.	-1.36047168235634	4.14397064652747e-25	456	680
peak_33069	chr8	138811502	138812965	.	1.33411736957361	4.30291291107072e-25	1196	276
peak_6560	chr11	66231535	66233182	.	1.67674206560688	4.37645304204243e-25	1118	232
peak_24302	chr22	42065531	42067163	.	1.69343777979709	4.82662579644124e-25	882	164
peak_24398	chr22	43236043	43237461	.	1.42560651131931	5.33431758841782e-25	942	212
peak_33907	chr9	33418045	33418792	.	2.1803139130726	5.42931176016144e-25	522	76
peak_33469	chr8	142288051	142290351	.	1.58241503728176	5.55171592987483e-25	2466	482
peak_7859	chr12	26164101	26164554	.	-1.48743519627394	5.5992555477684e-25	312	556
peak_3740	chr10	43260982	43262072	.	1.37804581069797	5.96313111626507e-25	1100	278
peak_25942	chr3	52034356	52039470	.	0.804156391265095	6.06958612852458e-25	5274	1828
peak_11933	chr16	7137998	7138517	.	-1.24352846636897	6.165964220193e-25	664	942
peak_23634	chr22	25884179	25884482	.	-1.24565414513214	6.39999292862095e-25	526	810
peak_15365	chr17	74949315	74951500	.	1.18877818075995	6.50395043781165e-25	1460	364
peak_30924	chr7	30697465	30698945	.	1.40626077194273	6.61760995002063e-25	1038	256
peak_24262	chr22	41239748	41241343	.	2.0938308396452	6.73056988771458e-25	734	100
peak_22324	chr20	62466813	62467951	.	1.5657827180186	7.4105576760783e-25	942	164
