seqnames	start	end	width	strand	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	ENSEMBL	SYMBOL	GENENAME
chr1	4632010	4632535	526	*	Intron (ENST00000797399.1/ENST00000797399.1, intron 3 of 4)	1	4654609	4792534	137926	1	55966	ENST00000378191.5	-22074	ENSG00000196581	AJAP1	adherens junctions associated protein 1
chr1	4666860	4667666	807	*	Intron (ENST00000378191.5/55966, intron 1 of 5)	1	4654732	4777794	123063	1	55966	ENST00000378190.7	12128	ENSG00000196581	AJAP1	adherens junctions associated protein 1
chr1	4731498	4732917	1420	*	Exon (ENST00000658045.1/ENST00000658045.1, exon 2 of 2)	1	4711155	4712165	1011	1	55966	ENST00000466761.1	20343	ENSG00000196581	AJAP1	adherens junctions associated protein 1
chr1	4745558	4745896	339	*	Intron (ENST00000378191.5/55966, intron 2 of 5)	1	4711155	4712165	1011	1	55966	ENST00000466761.1	34403	ENSG00000196581	AJAP1	adherens junctions associated protein 1
chr1	4747836	4748666	831	*	Intron (ENST00000378191.5/55966, intron 2 of 5)	1	4711155	4712165	1011	1	55966	ENST00000466761.1	36681	ENSG00000196581	AJAP1	adherens junctions associated protein 1
chr1	4794072	4794682	611	*	Distal Intergenic	1	4711155	4712165	1011	1	55966	ENST00000466761.1	82917	ENSG00000196581	AJAP1	adherens junctions associated protein 1
chr1	4851338	4851860	523	*	Distal Intergenic	1	4973381	4981568	8188	1	105376680	ENST00000641403.1	-121521	ENSG00000284674	LINC02781	long intergenic non-protein coding RNA 2781
chr1	4877461	4877917	457	*	Distal Intergenic	1	4973381	4981568	8188	1	105376680	ENST00000641403.1	-95464	ENSG00000284674	LINC02781	long intergenic non-protein coding RNA 2781
chr1	5101052	5101468	417	*	Distal Intergenic	1	5086459	5090899	4441	2	105376681	ENST00000443270.1	-10153	NA	LINC02782	long intergenic non-protein coding RNA 2782
chr1	5140797	5141300	504	*	Distal Intergenic	1	5086459	5090899	4441	2	105376681	ENST00000443270.1	-49898	NA	LINC02782	long intergenic non-protein coding RNA 2782
chr1	5257261	5258015	755	*	Distal Intergenic	1	5086459	5090899	4441	2	105376681	ENST00000443270.1	-166362	NA	LINC02782	long intergenic non-protein coding RNA 2782
chr1	5333196	5333789	594	*	Distal Intergenic	1	5490829	5492804	1976	2	105376686	ENST00000649109.1	159015	NA	LOC105376686	uncharacterized LOC105376686
chr1	5611521	5612517	997	*	Intron (ENST00000728083.1/ENST00000728083.1, intron 2 of 2)	1	5706880	5709664	2785	2	124903830	ENST00000728172.1	97147	NA	LOC124903830	uncharacterized LOC124903830
chr1	5638081	5638477	397	*	Intron (ENST00000727917.1/ENST00000727917.1, intron 1 of 2)	1	5706880	5709664	2785	2	124903830	ENST00000728172.1	71187	NA	LOC124903830	uncharacterized LOC124903830
chr1	5756114	5757209	1096	*	Intron (ENST00000727750.1/ENST00000727750.1, intron 1 of 3)	1	5708151	5709714	1564	2	124903830	ENST00000728173.1	-46400	NA	LOC124903830	uncharacterized LOC124903830
chr1	5775914	5776414	501	*	Distal Intergenic	1	5708151	5709714	1564	2	124903830	ENST00000728173.1	-66200	NA	LOC124903830	uncharacterized LOC124903830
chr1	5795472	5796985	1514	*	Distal Intergenic	1	5862672	5862741	70	2	100616421	ENST00000582517.1	65756	ENSG00000264101	MIR4689	microRNA 4689
chr1	5819167	5821251	2085	*	Distal Intergenic	1	5862672	5862741	70	2	100616421	ENST00000582517.1	41490	ENSG00000264101	MIR4689	microRNA 4689
chr1	5834503	5835543	1041	*	Intron (ENST00000753707.1/ENST00000753707.1, intron 1 of 1)	1	5862672	5862741	70	2	100616421	ENST00000582517.1	27198	ENSG00000264101	MIR4689	microRNA 4689
chr1	5843733	5845936	2204	*	Distal Intergenic	1	5862672	5862741	70	2	100616421	ENST00000582517.1	16805	ENSG00000264101	MIR4689	microRNA 4689
chr1	5853118	5853852	735	*	Distal Intergenic	1	5862672	5862741	70	2	100616421	ENST00000582517.1	8889	ENSG00000264101	MIR4689	microRNA 4689
chr1	5959356	5959964	609	*	Intron (ENST00000478423.6/261734, intron 4 of 25)	1	5990927	6090419	99493	1	8514	ENST00000655548.1	-30963	ENSG00000069424	KCNAB2	potassium voltage-gated channel subfamily A regulatory beta subunit 2
chr1	6016251	6016817	567	*	Intron (ENST00000655548.1/8514, intron 1 of 9)	1	6026163	6101178	75016	1	8514	ENST00000352527.6	-9346	ENSG00000069424	KCNAB2	potassium voltage-gated channel subfamily A regulatory beta subunit 2
chr1	6157205	6158071	867	*	Intron (ENST00000262450.8/26038, intron 3 of 41)	1	6105081	6144104	39024	2	26038	ENST00000462991.5	-13101	ENSG00000116254	CHD5	chromodomain helicase DNA binding protein 5
chr1	6378269	6378737	469	*	Intron (ENST00000608083.5/11332, intron 1 of 8)	1	6264273	6385813	121541	2	11332	ENST00000377855.6	7076	ENSG00000097021	ACOT7	acyl-CoA thioesterase 7
chr1	6422855	6423241	387	*	Intron (ENST00000377837.5/54626, intron 1 of 3)	1	6412418	6424670	12253	2	54626	ENST00000377837.5	1429	ENSG00000069812	HES2	hes family bHLH transcription factor 2
chr1	6600768	6601534	767	*	Promoter	1	6593381	6599816	6436	2	9903	ENST00000496707.5	-952	ENSG00000162413	KLHL21	kelch like family member 21
chr1	6784963	6785468	506	*	Promoter	1	6785454	6872053	86600	1	23261	ENST00000490738.5	0	ENSG00000171735	CAMTA1	calmodulin binding transcription activator 1
chr1	6802213	6802413	201	*	Intron (ENST00000490738.5/23261, intron 1 of 2)	1	6785552	6887787	102236	1	23261	ENST00000461311.1	16661	ENSG00000171735	CAMTA1	calmodulin binding transcription activator 1
chr1	7128057	7128468	412	*	Intron (ENST00000303635.12/23261, intron 4 of 22)	1	7008376	7014279	5904	2	127138864	ENST00000456701.1	-113778	ENSG00000237365	CAMTA1-AS3	CAMTA1 antisense RNA 3
chr1	7221702	7222302	601	*	Intron (ENST00000303635.12/23261, intron 4 of 22)	1	7312886	7370270	57385	1	23261	ENST00000849779.1	-90584	ENSG00000171735	CAMTA1	calmodulin binding transcription activator 1
chr1	7471018	7471876	859	*	Intron (ENST00000303635.12/23261, intron 6 of 22)	1	7440491	7441612	1122	2	101928836	ENST00000837339.1	-29406	NA	CAMTA1-AS1	CAMTA1 antisense RNA 1
chr1	7628341	7628970	630	*	Intron (ENST00000303635.12/23261, intron 6 of 22)	1	7664285	7767830	103546	1	23261	ENST00000700419.1	-35315	ENSG00000171735	CAMTA1	calmodulin binding transcription activator 1
chr1	7690306	7691423	1118	*	Intron (ENST00000303635.12/23261, intron 11 of 22)	1	7700704	7702528	1825	2	105376689	ENST00000602916.2	11105	NA	LOC105376689	translation initiation factor IF-2
chr1	7698585	7698994	410	*	Exon (ENST00000602973.1/ENST00000602973.1, exon 1 of 1)	1	7700704	7702528	1825	2	105376689	ENST00000602916.2	3534	NA	LOC105376689	translation initiation factor IF-2
chr1	7707560	7708114	555	*	Intron (ENST00000303635.12/23261, intron 11 of 22)	1	7704887	7767685	62799	1	23261	ENST00000700425.1	2673	ENSG00000171735	CAMTA1	calmodulin binding transcription activator 1
chr1	7899678	7900189	512	*	Intron (ENST00000788099.1/10911, intron 1 of 1)	1	7856311	7913257	56947	2	10911	ENST00000788099.1	13068	ENSG00000049247	UTS2	urotensin 2
chr1	9113029	9113701	673	*	Intron (ENST00000377411.5/80045, intron 1 of 3)	1	9104532	9111370	6839	2	80045	ENST00000465853.1	-1659	ENSG00000180758	GPR157	G protein-coupled receptor 157
chr1	9117957	9118481	525	*	Intron (ENST00000377411.5/80045, intron 1 of 3)	1	9104532	9111370	6839	2	80045	ENST00000465853.1	-6587	ENSG00000180758	GPR157	G protein-coupled receptor 157
chr1	9162541	9163519	979	*	Exon (ENST00000783336.1/ENST00000783336.1, exon 1 of 2)	1	9151668	9151777	110	2	407040	ENST00000385130.1	-10764	ENSG00000284357	MIR34A	microRNA 34a
chr1	9196084	9197007	924	*	Promoter	1	9139555	9197085	57531	2	106614088	ENST00000782879.1	78	ENSG00000228526	MIR34AHG	MIR34A host gene
chr1	9232903	9233507	605	*	Distal Intergenic	1	9234774	9271337	36564	1	9563	ENST00000377403.7	-1267	ENSG00000049239	H6PD	hexose-6-phosphate dehydrogenase/glucose 1-dehydrogenase
chr1	9275587	9276163	577	*	Distal Intergenic	1	9292894	9369532	76639	1	80176	ENST00000328089.11	-16731	ENSG00000171621	SPSB1	splA/ryanodine receptor domain and SOCS box containing 1
chr1	9302624	9303451	828	*	Intron (ENST00000328089.11/80176, intron 1 of 2)	1	9294528	9356497	61970	1	80176	ENST00000450402.1	8096	ENSG00000171621	SPSB1	splA/ryanodine receptor domain and SOCS box containing 1
chr1	9315287	9316490	1204	*	Intron (ENST00000328089.11/80176, intron 1 of 2)	1	9294528	9356497	61970	1	80176	ENST00000450402.1	20759	ENSG00000171621	SPSB1	splA/ryanodine receptor domain and SOCS box containing 1
chr1	9321469	9321986	518	*	Exon (ENST00000722150.1/ENST00000722150.1, exon 2 of 2)	1	9294528	9356497	61970	1	80176	ENST00000450402.1	26941	ENSG00000171621	SPSB1	splA/ryanodine receptor domain and SOCS box containing 1
chr1	9344268	9345110	843	*	Intron (ENST00000328089.11/80176, intron 1 of 2)	1	9351431	9367863	16433	1	80176	ENST00000357898.3	-6321	ENSG00000171621	SPSB1	splA/ryanodine receptor domain and SOCS box containing 1
chr1	9349656	9351033	1378	*	Promoter	1	9351431	9367863	16433	1	80176	ENST00000357898.3	-398	ENSG00000171621	SPSB1	splA/ryanodine receptor domain and SOCS box containing 1
chr1	9438549	9439432	884	*	Exon (ENST00000775517.1/ENST00000775517.1, exon 1 of 2)	1	9426649	9440564	13916	2	100506022	ENST00000641940.1	1132	ENSG00000284693	LINC02606	long intergenic non-protein coding RNA 2606
chr1	9448700	9449068	369	*	Exon (ENST00000775669.1/ENST00000775669.1, exon 1 of 2)	1	9427234	9455635	28402	2	100506022	ENST00000775386.1	6567	ENSG00000284693	LINC02606	long intergenic non-protein coding RNA 2606
chr1	9476738	9477374	637	*	Distal Intergenic	1	9427231	9455647	28417	2	100506022	ENST00000775385.1	-21091	ENSG00000284693	LINC02606	long intergenic non-protein coding RNA 2606
chr1	9578738	9579231	494	*	Intron (ENST00000302692.7/84275, intron 5 of 6)	1	9588911	9614877	25967	1	199953	ENST00000340381.11	-9680	ENSG00000188807	TMEM201	transmembrane protein 201
chr1	9671389	9671645	257	*	Intron (ENST00000698706.1/5293, intron 2 of 4)	1	9672405	9675580	3176	2	101929074	ENST00000775831.1	3935	ENSG00000231789	PIK3CD-AS2	PIK3CD antisense RNA 2
chr1	9676825	9677399	575	*	Intron (ENST00000698706.1/5293, intron 2 of 4)	1	9672405	9675580	3176	2	101929074	ENST00000775831.1	-1245	ENSG00000231789	PIK3CD-AS2	PIK3CD antisense RNA 2
chr1	9683690	9684350	661	*	Intron (ENST00000698706.1/5293, intron 2 of 4)	1	9672405	9687583	15179	2	101929074	ENST00000775830.1	3233	ENSG00000231789	PIK3CD-AS2	PIK3CD antisense RNA 2
chr1	9700212	9700718	507	*	Intron (ENST00000698706.1/5293, intron 3 of 4)	1	9710198	9727232	17035	1	5293	ENST00000361110.6	-9480	ENSG00000171608	PIK3CD	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta
chr1	9835940	9836712	773	*	Distal Intergenic	1	9729028	9823984	94957	2	22883	ENST00000361311.4	-11956	ENSG00000171603	CLSTN1	calsyntenin 1
chr1	9848345	9849633	1289	*	3' UTR	1	9729028	9823984	94957	2	22883	ENST00000361311.4	-24361	ENSG00000171603	CLSTN1	calsyntenin 1
chr1	9860694	9861169	476	*	Intron (ENST00000377263.6/56998, intron 5 of 5)	1	9850659	9878176	27518	2	56998	ENST00000377256.1	17007	ENSG00000178585	CTNNBIP1	catenin beta interacting protein 1
chr1	9863411	9864325	915	*	Intron (ENST00000377263.6/56998, intron 5 of 5)	1	9850659	9878176	27518	2	56998	ENST00000377256.1	13851	ENSG00000178585	CTNNBIP1	catenin beta interacting protein 1
chr1	9881833	9885263	3431	*	5' UTR	1	9850659	9878176	27518	2	56998	ENST00000377256.1	-3657	ENSG00000178585	CTNNBIP1	catenin beta interacting protein 1
chr1	9910013	9910739	727	*	Promoter	1	9848276	9910269	61994	2	56998	ENST00000377263.6	0	ENSG00000178585	CTNNBIP1	catenin beta interacting protein 1
chr1	10507356	10507701	346	*	Intron (ENST00000472851.1/5195, intron 2 of 3)	1	10535888	10536289	402	1	5195	ENST00000492696.1	-28187	ENSG00000142655	PEX14	peroxisomal biogenesis factor 14
chr1	10508429	10509256	828	*	Intron (ENST00000472851.1/5195, intron 2 of 3)	1	10535888	10536289	402	1	5195	ENST00000492696.1	-26632	ENSG00000142655	PEX14	peroxisomal biogenesis factor 14
chr1	10685570	10689236	3667	*	Intron (ENST00000377022.8/54897, intron 4 of 20)	1	10660737	10693912	33176	2	54897	ENST00000478728.2	4676	ENSG00000130940	CASZ1	castor zinc finger 1
chr1	10731080	10731558	479	*	Intron (ENST00000757011.1/ENST00000757011.1, intron 1 of 1)	1	10704196	10705575	1380	2	54897	ENST00000472814.1	-25505	ENSG00000130940	CASZ1	castor zinc finger 1
chr1	10911184	10911637	454	*	Distal Intergenic	1	10946475	10947870	1396	2	148345	ENST00000468348.1	36233	ENSG00000175262	CIROZ	ciliated left-right organizer protein containing ZP-N domains
chr1	10975621	10976101	481	*	Promoter	1	10946730	10976215	29486	2	148345	ENST00000520253.1	114	ENSG00000175262	CIROZ	ciliated left-right organizer protein containing ZP-N domains
chr1	11316303	11317358	1056	*	Intron (ENST00000719689.1/105376737, intron 1 of 2)	1	11311734	11319093	7360	2	105376737	ENST00000641979.1	1735	NA	LOC105376737	uncharacterized LOC105376737
chr1	11319942	11321055	1114	*	Promoter	1	11311711	11320348	8638	2	105376737	ENST00000719686.1	0	NA	LOC105376737	uncharacterized LOC105376737
chr1	11375209	11376179	971	*	Intron (ENST00000784692.1/105376740, intron 3 of 3)	1	11388083	11398213	10131	1	124903841	ENST00000784694.1	-11904	NA	LOC124903841	uncharacterized LOC124903841
chr1	11384180	11384841	662	*	Intron (ENST00000784692.1/105376740, intron 3 of 3)	1	11388083	11398213	10131	1	124903841	ENST00000784694.1	-3242	NA	LOC124903841	uncharacterized LOC124903841
chr1	11444531	11445510	980	*	Intron (ENST00000760480.1/ENST00000760480.1, intron 1 of 1)	1	11479155	11537551	58397	1	57540	ENST00000294484.7	-33645	ENSG00000204624	DISP3	dispatched RND transporter family member 3
chr1	11456019	11456722	704	*	Distal Intergenic	1	11479155	11537551	58397	1	57540	ENST00000294484.7	-22433	ENSG00000204624	DISP3	dispatched RND transporter family member 3
chr1	11478506	11481364	2859	*	Promoter	1	11479155	11537551	58397	1	57540	ENST00000294484.7	0	ENSG00000204624	DISP3	dispatched RND transporter family member 3
chr1	11543624	11544267	644	*	Distal Intergenic	1	11533676	11537225	3550	1	57540	ENST00000304391.6	9948	ENSG00000204624	DISP3	dispatched RND transporter family member 3
chr1	11633623	11634604	982	*	Intron (ENST00000642131.1/ENST00000642131.1, intron 1 of 1)	1	11649528	11650713	1186	2	26232	ENST00000471501.1	16109	ENSG00000116661	FBXO2	F-box protein 2
chr1	11635914	11636799	886	*	Intron (ENST00000642131.1/ENST00000642131.1, intron 1 of 1)	1	11649528	11650713	1186	2	26232	ENST00000471501.1	13914	ENSG00000116661	FBXO2	F-box protein 2
chr1	11645784	11647275	1492	*	Intron (ENST00000642025.1/26232, intron 5 of 6)	1	11649528	11650713	1186	2	26232	ENST00000471501.1	3438	ENSG00000116661	FBXO2	F-box protein 2
chr1	11708565	11708987	423	*	Intron (ENST00000294485.6/374946, intron 2 of 6)	1	11675147	11691811	16665	2	10459	ENST00000697274.1	-16754	ENSG00000116670	MAD2L2	mitotic arrest deficient 2 like 2
chr1	11711251	11712649	1399	*	Exon (ENST00000294485.6/374946, exon 4 of 7)	1	11675147	11691811	16665	2	10459	ENST00000697274.1	-19440	ENSG00000116670	MAD2L2	mitotic arrest deficient 2 like 2
chr1	11860163	11860880	718	*	Distal Intergenic	1	11857464	11858945	1482	2	4879	ENST00000376468.4	-1218	ENSG00000120937	NPPB	natriuretic peptide B
chr1	11901451	11901814	364	*	Distal Intergenic	1	11907940	11913323	5384	1	124903843	ENST00000661075.1	-6126	NA	LOC124903843	uncharacterized LOC124903843
chr1	11938998	11939555	558	*	Intron (ENST00000485046.5/5351, intron 1 of 8)	1	11934743	11957943	23201	1	5351	ENST00000429000.6	4255	ENSG00000083444	PLOD1	procollagen-lysine,2-oxoglutarate 5-dioxygenase 1
chr1	12019158	12020350	1193	*	Promoter	1	12019466	12029855	10390	1	60672	ENST00000478749.5	0	ENSG00000116691	MIIP	migration and invasion inhibitory protein
chr1	12057358	12057792	435	*	Distal Intergenic	1	12063303	12144207	80905	1	943	ENST00000263932.7	-5511	ENSG00000120949	TNFRSF8	TNF receptor superfamily member 8
chr1	12143669	12144089	421	*	3' UTR	1	12125934	12144207	18274	1	943	ENST00000479933.2	17735	ENSG00000120949	TNFRSF8	TNF receptor superfamily member 8
chr1	12177854	12178769	916	*	Exon (ENST00000743341.1/124903844, exon 2 of 3)	1	12173929	12180309	6381	1	124903844	ENST00000743341.1	3925	NA	LOC124903844	uncharacterized LOC124903844
chr1	12188029	12188414	386	*	Intron (ENST00000376259.7/7133, intron 1 of 9)	1	12191713	12191773	61	1	100616438	ENST00000584158.1	-3299	ENSG00000263676	MIR4632	microRNA 4632
chr1	12549489	12550323	835	*	Distal Intergenic	1	12527749	12530484	2736	1	105376744	ENST00000810577.1	21740	ENSG00000229484	LINC02766	long intergenic non-protein coding RNA 2766
chr1	12550436	12551076	641	*	Distal Intergenic	1	12527749	12530484	2736	1	105376744	ENST00000810577.1	22687	ENSG00000229484	LINC02766	long intergenic non-protein coding RNA 2766
chr1	12572526	12574147	1622	*	Exon (ENST00000714541.1/9249, exon 5 of 6)	1	12578957	12579023	67	2	102466722	ENST00000622213.1	4876	ENSG00000276830	MIR6730	microRNA 6730
chr1	12588204	12588810	607	*	Intron (ENST00000714541.1/9249, intron 1 of 5)	1	12567910	12585498	17589	2	9249	ENST00000714542.1	-2706	ENSG00000162496	DHRS3	dehydrogenase/reductase 3
chr1	12851670	12852203	534	*	Distal Intergenic	1	12847377	12848720	1344	2	343069	ENST00000317869.7	-2950	ENSG00000179172	HNRNPCL1	heterogeneous nuclear ribonucleoprotein C like 1
chr1	13523696	13524407	712	*	Distal Intergenic	1	13514253	13516264	2012	1	107984918	ENST00000738832.1	9443	ENSG00000259961	LOC107984918	uncharacterized LOC107984918
chr1	13548924	13549270	347	*	Distal Intergenic	1	13583465	13617957	34493	1	10630	ENST00000294489.10	-34195	ENSG00000162493	PDPN	podoplanin
chr1	13809577	13810156	580	*	Intron (ENST00000311066.10/7799, intron 8 of 9)	1	13771726	13778463	6738	1	7799	ENST00000487453.1	37851	ENSG00000116731	PRDM2	PR/SET domain 2
chr1	14017748	14018091	344	*	Intron (ENST00000636564.1/23254, intron 1 of 2)	1	13892792	15118043	1225252	1	23254	ENST00000636203.1	124956	ENSG00000189337	KAZN	kazrin, periplakin interacting protein
chr1	14296775	14297095	321	*	Intron (ENST00000636564.1/23254, intron 2 of 2)	1	14348947	14351324	2378	2	105376762	ENST00000661309.1	54229	ENSG00000234593	KAZN-AS1	KAZN antisense RNA 1
chr1	14333953	14334174	222	*	Intron (ENST00000636203.1/23254, intron 2 of 16)	1	14348947	14351324	2378	2	105376762	ENST00000661309.1	17150	ENSG00000234593	KAZN-AS1	KAZN antisense RNA 1
chr1	14334436	14335132	697	*	Intron (ENST00000636203.1/23254, intron 2 of 16)	1	14348947	14351324	2378	2	105376762	ENST00000661309.1	16192	ENSG00000234593	KAZN-AS1	KAZN antisense RNA 1
chr1	14440678	14441196	519	*	Intron (ENST00000636203.1/23254, intron 2 of 16)	1	14390655	14419973	29319	2	105376762	ENST00000670776.1	-20705	ENSG00000234593	KAZN-AS1	KAZN antisense RNA 1
chr1	14939239	14940217	979	*	Intron (ENST00000636203.1/23254, intron 3 of 16)	1	14945919	15065797	119879	1	23254	ENST00000400797.3	-5702	ENSG00000189337	KAZN	kazrin, periplakin interacting protein
chr1	14996182	14997153	972	*	Intron (ENST00000636203.1/23254, intron 4 of 16)	1	14945919	15065797	119879	1	23254	ENST00000400797.3	50263	ENSG00000189337	KAZN	kazrin, periplakin interacting protein
chr1	15174378	15174732	355	*	Intron (ENST00000428417.5/55092, intron 1 of 2)	1	15164191	15171666	7476	2	727684	ENST00000832098.1	-2712	ENSG00000204464	TMEM51-AS2	TMEM51 antisense RNA 2
chr1	15260588	15261115	528	*	Intron (ENST00000683790.1/114827, intron 2 of 33)	1	15251785	15397529	145745	1	114827	ENST00000375998.8	8803	ENSG00000142621	FHAD1	forkhead associated phosphopeptide binding domain 1
chr1	15376934	15377270	337	*	Intron (ENST00000683790.1/114827, intron 28 of 33)	1	15375700	15400283	24584	1	114827	ENST00000477846.5	1234	ENSG00000142621	FHAD1	forkhead associated phosphopeptide binding domain 1
chr1	15432799	15433184	386	*	Distal Intergenic	1	15438442	15449242	10801	1	11330	ENST00000375943.6	-5258	ENSG00000162438	CTRC	chymotrypsin C
chr1	15680181	15680531	351	*	Distal Intergenic	1	15684320	15734769	50450	1	23207	ENST00000375799.8	-3789	ENSG00000116786	PLEKHM2	pleckstrin homology and RUN domain containing M2
chr1	15680744	15681092	349	*	Distal Intergenic	1	15684320	15734769	50450	1	23207	ENST00000375799.8	-3228	ENSG00000116786	PLEKHM2	pleckstrin homology and RUN domain containing M2
chr1	15788340	15788507	168	*	Intron (ENST00000746505.1/ENST00000746505.1, intron 3 of 3)	1	15777073	15784838	7766	1	54751	ENST00000509138.1	11267	ENSG00000162458	FBLIM1	filamin binding LIM protein 1
chr1	15796492	15797535	1044	*	Exon (ENST00000746505.1/ENST00000746505.1, exon 2 of 4)	1	15807374	15807649	276	2	440567	ENST00000696689.1	10114	ENSG00000233954	UQCRHL	ubiquinol-cytochrome c reductase hinge protein like
chr1	15814610	15814996	387	*	Intron (ENST00000746503.1/ENST00000746503.1, intron 1 of 3)	1	15807169	15809348	2180	2	440567	ENST00000483273.2	-5262	ENSG00000233954	UQCRHL	ubiquinol-cytochrome c reductase hinge protein like
chr1	15834358	15835289	932	*	Promoter	1	15836095	15928557	92463	1	23013	ENST00000673875.1	-806	ENSG00000065526	SPEN	spen family transcriptional repressor
