target_id	length	eff_length	est_counts	tpm
ENST00000603326.1	19	11.5	0	0
ENST00000604950.1	31	12.6727	0	0
ENST00000603077.1	31	12.6727	0	0
ENST00000605284.1	17	10.8571	0	0
ENST00000632473.1	31	12.6727	0	0
ENST00000631884.1	17	10.8571	0	0
ENST00000632859.1	21	12.5385	0	0
ENST00000631895.1	23	13.1724	0	0
ENST00000634154.1	16	9.85714	0	0
ENST00000632609.1	31	12.6727	0	0
ENST00000632911.1	31	12.6727	0	0
ENST00000633504.1	31	12.6727	0	0
ENST00000632304.1	17	10.8571	0	0
ENST00000632542.1	18	10.5	0	0
ENST00000633968.1	20	12.5	0	0
ENST00000634085.1	16	9.85714	0	0
ENST00000633353.1	31	12.6727	0	0
ENST00000631803.1	31	12.6727	0	0
ENST00000633210.1	17	10.8571	0	0
ENST00000631690.1	447	206.669	0	0
ENST00000542354.1	392	162.071	0	0
ENST00000390423.2	402	170.09	0	0
ENST00000390424.2	348	128.562	0	0
ENST00000390425.2	519	268.846	0	0
ENST00000390426.2	395	164.497	0	0
ENST00000390427.3	352	131.692	0	0
ENST00000390343.2	468	224.536	0	0
ENST00000390348.2	465	221.918	0	0
ENST00000390344.2	552	293.709	3	0.120308
ENST00000426402.2	544	291.429	0	0
ENST00000390340.2	463	220.204	0	0
ENST00000444775.2	1735	1469.95	0	0
ENST00000390345.2	688	427.613	0	0
ENST00000390341.2	512	262.467	0	0
ENST00000390346.2	537	273.806	1	0.0430179
ENST00000390428.3	404	171.688	0	0
ENST00000390429.3	337	120.369	0	0
ENST00000390430.2	473	228.731	0	0
ENST00000390431.3	338	121.08	0	0
ENST00000390432.2	379	152.038	0	0
ENST00000390433.1	340	122.565	0	0
ENST00000390434.3	566	311.712	0	0
ENST00000390435.1	341	123.352	0	0
ENST00000390436.2	360	137.639	0	0
ENST00000390437.2	445	205.181	0	0
ENST00000390438.2	469	225.391	0	0
ENST00000390439.2	410	176.511	0	0
ENST00000390440.2	425	188.503	0	0
ENST00000390441.2	394	163.765	1	0.0719237
ENST00000390442.3	399	167.694	0	0
ENST00000390443.3	561	307.013	0	0
ENST00000390444.1	329	114.619	4	0.411051
ENST00000390445.2	484	238.197	0	0
ENST00000390446.3	440	200.966	10	0.586098
ENST00000390447.3	467	223.64	7	0.368673
ENST00000390448.3	406	173.301	0	0
ENST00000390449.3	343	124.863	0	0
ENST00000390450.3	464	221.102	0	0
ENST00000390451.2	409	175.631	0	0
ENST00000390452.2	365	141.431	0	0
ENST00000621643.1	102	54.247	0	0
ENST00000390453.1	343	124.863	0	0
ENST00000390454.2	403	170.898	0	0
ENST00000390455.3	537	284.995	0	0
ENST00000390456.3	341	123.352	0	0
ENST00000390457.2	425	188.503	0	0
ENST00000390458.3	469	225.391	0	0
ENST00000557168.1	337	120.369	0	0
ENST00000390460.1	327	113.209	0	0
ENST00000390461.2	349	129.315	0	0
ENST00000390463.3	356	134.577	0	0
ENST00000390464.2	353	132.371	0	0
ENST00000390465.2	395	164.497	0	0
ENST00000390466.1	331	116.153	0	0
ENST00000390467.3	317	106.627	0	0
ENST00000390468.1	336	119.545	0	0
ENST00000535880.2	425	188.503	0	0
ENST00000390469.2	520	269.629	0	0
ENST00000379435.3	416	181.387	0	0
ENST00000632828.1	421	185.452	0	0
ENST00000632422.1	391	161.199	0	0
ENST00000632713.1	373	147.45	0	0
ENST00000633384.1	652	392.938	0	0
ENST00000631557.1	401	169.297	0.5	0.0347866
ENST00000632308.1	380	152.807	2	0.154162
ENST00000632512.1	455	213.414	0	0
ENST00000632016.1	392	162.071	0	0
ENST00000631427.1	455	213.414	0	0
ENST00000632148.1	424	187.737	0	0
ENST00000631392.1	386	157.229	0	0
ENST00000455382.2	421	185.452	0	0
ENST00000390387.3	391	161.199	0	0
ENST00000390357.3	373	147.45	0	0
ENST00000390381.3	652	392.938	0	0
ENST00000390353.2	401	169.297	0.5	0.0347866
ENST00000547918.2	380	152.807	2	0.154162
ENST00000390392.3	455	213.414	0	0
ENST00000634383.1	424	187.737	0	0
ENST00000634605.1	394	163.765	0	0
ENST00000390360.3	365	141.431	0	0
ENST00000390361.3	397	166.163	0	0
ENST00000390362.1	343	124.863	0	0
ENST00000390363.2	390	160.359	0	0
ENST00000390364.3	412	178.124	0	0
ENST00000390367.3	364	140.657	0	0
ENST00000426318.2	395	164.497	0	0
ENST00000390368.2	410	176.511	0	0
ENST00000390369.2	347	127.76	0	0
ENST00000454561.2	544	291.429	0	0
ENST00000390371.3	388	158.866	0	0
ENST00000390372.3	350	130.067	0	0
ENST00000390373.2	344	125.628	0	0
ENST00000390374.3	392	162.071	0	0
ENST00000390375.2	384	155.753	0	0
ENST00000390376.2	341	123.352	0	0
ENST00000390377.1	347	127.76	0	0
ENST00000390378.1	343	124.863	0	0
ENST00000612787.1	347	127.76	0	0
ENST00000614171.1	374	148.247	0	0
ENST00000611462.1	368	143.718	0	0
ENST00000611787.1	392	162.071	0	0
ENST00000620569.1	409	175.631	0	0
ENST00000617347.1	406	173.301	0	0
ENST00000621184.1	411	177.322	0	0
ENST00000617639.1	406	173.301	0	0
ENST00000616518.1	421	185.452	0	0
ENST00000620773.1	347	127.76	0	0
ENST00000619103.1	344	125.628	0	0
ENST00000611520.1	428	191.014	0	0
ENST00000390393.3	552	298.63	0	0
ENST00000390394.3	413	178.951	0	0
ENST00000390396.1	347	127.76	0	0
ENST00000390397.2	381	153.522	0	0
ENST00000390398.3	381	153.522	24.5	1.8797
ENST00000390399.3	387	158.056	0	0
ENST00000390400.2	364	140.657	0	0
ENST00000422143.2	402	170.09	0	0
ENST00000417977.2	447	206.669	0	0
ENST00000633472.1	365	141.431	0	0
ENST00000631882.1	397	166.163	0	0
ENST00000634123.1	343	124.863	0	0
ENST00000633328.1	390	160.359	0	0
ENST00000632248.1	412	178.124	0	0
ENST00000634176.1	364	140.657	0	0
ENST00000633575.1	395	164.497	0	0
ENST00000633072.1	410	176.511	0	0
ENST00000633313.1	347	127.76	0	0
ENST00000633696.1	544	291.429	0	0
ENST00000633963.1	390	160.359	0	0
ENST00000632187.1	350	130.067	0	0
ENST00000631511.1	386	157.229	0	0
ENST00000633265.1	392	162.071	0	0
ENST00000632216.1	384	155.753	0	0
ENST00000632425.1	407	174.047	0	0
ENST00000631548.1	347	127.76	0	0
ENST00000633790.1	343	124.863	0	0
ENST00000634093.1	344	125.628	0	0
ENST00000632560.1	347	127.76	0	0
ENST00000631639.1	478	233.168	0	0
ENST00000632021.1	347	127.76	0	0
ENST00000633796.1	374	148.247	0	0
ENST00000631471.1	344	125.628	0	0
ENST00000634111.1	392	162.071	0	0
ENST00000633292.1	409	175.631	0	0
ENST00000631824.1	406	173.301	0	0
ENST00000632829.1	411	177.322	0	0
ENST00000632432.1	406	173.301	0	0
ENST00000631835.1	421	185.452	0	0
ENST00000633244.1	347	127.76	0	0
ENST00000631663.1	344	125.628	0	0
ENST00000631559.1	428	191.014	0	0
ENST00000632638.1	552	298.63	0	0
ENST00000633466.1	413	178.951	2	0.13164
ENST00000633842.1	347	127.76	0	0
ENST00000633092.1	381	153.522	54	4.143
ENST00000610439.4	381	153.522	24.5	1.8797
ENST00000633283.1	387	158.056	0	0
ENST00000619125.2	364	140.657	0	0
ENST00000634198.1	402	170.09	0	0
ENST00000627926.2	12809	12543.9	0	0
ENST00000630506.1	656	396.748	0	0
ENST00000630053.1	404	171.688	0	0
ENST00000626712.1	553	299.551	0	0
ENST00000619759.1	8003	8790.65	0	0
ENST00000502411.5	566	315.347	1	0.0373511
ENST00000496692.6	554	316.763	0	0
ENST00000466542.6	1070	851.221	1.57386	0.021778
ENST00000465075.6	769	506.089	0	0
ENST00000473530.6	1632	1366.95	0	0
ENST00000473712.6	567	316.94	0	0
ENST00000482226.2	527	291.237	1.51155	0.061132
ENST00000467903.5	1101	835.947	0	0
ENST00000507374.5	553	281.548	2	0.0836701
ENST00000508651.1	542	289.597	0	0
ENST00000611236.1	958	692.979	0	0
ENST00000543859.5	1507	1241.95	0	0
ENST00000637675.1	546	293.078	0	0
ENST00000649376.1	279	81.4075	0	0
ENST00000641246.2	318	107.332	1	0.109739
ENST00000616914.1	1295	1029.95	0	0
ENST00000621991.4	1256	990.947	0	0
ENST00000619816.1	677	417.055	0	0
ENST00000626647.1	2737	2471.95	0	0
ENST00000445557.1	926	661.3	0	0
ENST00000633377.1	1609	1343.95	0	0
ENST00000633062.1	1329	1063.95	0	0
ENST00000632233.1	1606	1340.95	0	0
ENST00000642324.1	3595	3239.31	3.05805	0.0111195
ENST00000438700.8	2528	2262.95	0	0
ENST00000622555.1	1720	1454.95	0	0
ENST00000607853.6	1684	1708.71	0	0
ENST00000619390.1	1504	1238.95	0	0
ENST00000419783.3	899	811.33	11688.1	169.683
ENST00000419349.2	1135	1113.96	111.209	1.17588
ENST00000643797.1	708	568.823	91.175	1.88795
ENST00000646881.1	589	434.972	16.6698	0.4514
ENST00000496791.1	580	423.632	2.5814	0.0717726
ENST00000651740.1	513	333.142	0	0
ENST00000651279.1	315	105.257	1.09275	0.122282
ENST00000620890.1	897	808.509	118.114	1.72071
ENST00000652053.1	1719	1967.76	14	0.0838006
ENST00000574062.5	1655	1688.37	0	0
ENST00000575319.1	1738	1865.17	4.12743	0.0260647
ENST00000576465.1	573	410.403	0.366658	0.0105231
ENST00000573762.1	564	402.328	0.305071	0.00893127
ENST00000614621.4	1504	1551.22	5.72671	0.0434834
ENST00000619036.2	1734	1783.86	0	0
ENST00000618719.2	692	520.088	13.2312	0.299651
ENST00000629682.2	1576	1577.87	0	0
ENST00000620741.3	1738	1847.58	9.23265	0.0588592
ENST00000627911.2	1363	1399.26	15.8943	0.133794
ENST00000625994.1	573	392.095	0	0
ENST00000628872.1	564	402.328	0.305071	0.00893127
ENST00000617651.4	1734	1768.95	0	0
ENST00000616376.1	1504	1532.37	7.72897	0.0594086
ENST00000615270.1	1295	1029.95	0	0
ENST00000610808.1	1322	1056.95	0	0
ENST00000621713.1	1240	974.947	0	0
ENST00000425829.2	947	682.127	0	0
ENST00000541415.2	2778	2512.95	0	0
ENST00000622436.1	921	656.329	0	0
ENST00000553765.2	945	612.257	8	0.153903
ENST00000619141.4	900	635.608	0	0
ENST00000621830.1	677	417.055	0	0
ENST00000402588.6	937	786.093	28.9164	0.433274
ENST00000634759.1	1184	1025.55	50.2101	0.576666
ENST00000621118.4	1112	912.164	0	0
ENST00000611873.1	1112	846.947	0	0
ENST00000508166.5	2164	1898.95	0	0
ENST00000503442.1	1232	966.947	0	0
ENST00000511446.2	2018	1752.95	0	0
ENST00000504802.1	600	343.462	0	0
ENST00000508264.1	727	465.073	0	0
ENST00000613293.4	1233	967.947	0	0
ENST00000610628.4	2154	1888.95	0	0
ENST00000579578.6	1482	1216.95	0	0
ENST00000586762.2	590	334.058	0	0
ENST00000588823.1	622	364.495	0	0
ENST00000611850.4	1407	1141.95	0	0
ENST00000591655.3	1456	1190.95	0	0
ENST00000457194.6	1984	1715.92	20.827	0.142963
ENST00000429712.5	1313	1271.83	3.20372	0.02967
ENST00000493176.1	545	304.575	6.26215	0.242171
ENST00000651966.1	996	851.072	0	0
ENST00000420396.3	1240	1131.67	0	0
ENST00000424348.1	959	693.979	0	0
ENST00000523857.5	3818	3552.95	0	0
ENST00000521053.5	3830	3564.95	0	0
ENST00000430863.5	4164	3898.95	0	0
ENST00000521161.5	613	355.939	0	0
ENST00000621837.1	4164	3898.95	0	0
ENST00000522175.7	1931	1665.95	0	0
ENST00000519951.2	2268	2002.95	0	0
ENST00000472952.3	1239	857.672	2	0.0274663
ENST00000651230.1	1074	808.947	0	0
ENST00000435101.1	692	431.314	0	0
ENST00000358097.8	1655	1389.95	0	0
ENST00000433992.2	1740	1474.95	0	0
ENST00000651010.1	3531	3710.45	0	0
ENST00000610593.4	1363	1408.19	0.401837	0.00336108
ENST00000424775.1	573	410.403	0.366658	0.0105231
ENST00000435688.1	564	402.328	0.305071	0.00893127
ENST00000614967.4	1504	1238.95	0	0
ENST00000612115.1	1734	1468.95	0	0
ENST00000446393.2	4888	3852	0	0
ENST00000641506.1	4376	3318.24	31.9073	0.113259
ENST00000641557.1	3409	2818.65	6.00308	0.0250856
ENST00000641057.1	3463	2870.31	0	0
ENST00000514827.2	1712	1446.95	0	0
ENST00000534447.5	5330	5008.14	76.0739	0.178917
ENST00000534142.5	2012	1884.31	28.5459	0.178436
ENST00000533478.5	5669	6041.69	76.4611	0.149064
ENST00000525539.5	7379	7757.17	0	0
ENST00000530363.5	1608	1465.15	16.9408	0.13619
ENST00000299598.11	5818	6159.9	48.5348	0.092805
ENST00000529079.1	574	319.14	0	0
ENST00000531391.5	1488	1313.47	107.031	0.959799
ENST00000526632.5	2006	1740.95	0	0
ENST00000527937.1	4165	3911.79	110.572	0.332937
ENST00000529791.1	552	316.46	14.4141	0.536488
ENST00000337114.8	3427	3161.95	0	0
ENST00000339924.12	1608	1342.95	0	0
ENST00000391729.1	677	417.055	0	0
ENST00000571766.2	994	728.979	0	0
ENST00000553483.3	931	666.214	0	0
ENST00000377712.3	765	533.882	8	0.176497
ENST00000568934.1	921	656.329	0	0
ENST00000439431.3	2898	2790.52	4.57917	0.0193283
ENST00000418689.1	945	680.127	0	0
ENST00000641465.1	2883	2617.95	0	0
ENST00000440231.1	985	719.979	0	0
ENST00000641710.1	606	349.218	0	0
ENST00000641031.1	462	219.469	0	0
ENST00000651881.1	462	219.469	0	0
ENST00000651677.1	606	349.218	0	0
ENST00000570683.3	948	683.097	0	0
ENST00000573400.1	939	674.185	0	0
ENST00000435756.2	944	679.127	0	0
ENST00000613512.4	1451	1185.95	0	0
ENST00000458137.5	1166	900.947	0	0
ENST00000375726.6	1306	1040.95	0	0
ENST00000447913.5	819	555.243	0	0
ENST00000446862.5	1196	833.755	0	0
ENST00000441710.5	1168	805.345	0	0
ENST00000433738.5	709	447.609	0	0
ENST00000448103.5	1071	703.132	0	0
ENST00000417998.5	1401	1135.95	0	0
ENST00000494737.5	961	604.799	1	0.0194751
ENST00000508062.1	774	510.979	0	0
ENST00000422698.6	1685	1419.95	0	0
ENST00000631283.1	936	671.185	0	0
ENST00000634967.1	1493	1227.95	0	0
ENST00000634680.1	1421	1155.95	0	0
ENST00000606380.2	1637	1371.95	0	0
ENST00000616270.4	1132	866.947	0	0
ENST00000622207.2	1030	764.947	0	0
ENST00000429239.1	925	660.3	0	0
ENST00000394191.3	1045	779.947	0	0
ENST00000615996.1	1563	1297.95	0	0
ENST00000613379.1	1322	1056.95	0	0
ENST00000627256.2	14829	16121.2	5	0.00365312
ENST00000628539.1	656	396.748	0	0
ENST00000626903.1	404	171.688	0	0
ENST00000629229.1	553	299.551	0	0
ENST00000621433.1	8003	8785.08	0	0
ENST00000618570.1	1185	919.947	0	0
ENST00000649616.1	940	675.185	0	0
ENST00000332217.5	990	724.979	0	0
ENST00000504970.1	935	670.185	0	0
ENST00000645657.1	2898	2790.52	4.57917	0.0193283
ENST00000634782.1	692	431.314	0	0
ENST00000634785.1	1655	1389.95	0	0
ENST00000635170.1	1740	1786.27	0	0
ENST00000651274.1	3531	3835.07	130.94	0.402154
ENST00000635588.1	1363	1407.06	4.77857	0.0400016
ENST00000635275.1	573	410.403	0.366658	0.0105231
ENST00000634356.1	564	402.328	0.305071	0.00893127
ENST00000635668.1	1504	1238.95	0	0
ENST00000635135.1	1734	1468.95	0	0
ENST00000638472.1	1608	1342.95	0	0
ENST00000640926.1	677	417.055	0	0
ENST00000638933.1	1608	1342.95	0	0
ENST00000639960.1	677	417.055	0	0
ENST00000638401.1	1608	1342.95	0	0
ENST00000640180.1	677	417.055	0	0
ENST00000639581.1	1608	1342.95	0	0
ENST00000639095.1	677	417.055	0	0
ENST00000618023.5	1608	1342.95	0	0
ENST00000639404.1	677	417.055	0	0
ENST00000640635.2	1608	1342.95	0	0
ENST00000640257.2	677	417.055	0	0
ENST00000632136.1	760	497.198	0	0
ENST00000622053.4	755	492.284	0	0
ENST00000436911.6	1013	747.947	0	0
ENST00000443402.6	2730	2464.95	0	0
ENST00000390477.2	720	406.073	1	0.029006
ENST00000633705.1	760	497.198	0	0
ENST00000466254.1	758	495.241	0	0
ENST00000611116.2	978	734.3	18	0.288729
ENST00000631705.1	63	29.5517	0	0
ENST00000633501.1	51	24.9213	0	0
ENST00000631521.1	48	23.0235	0	0
ENST00000390560.2	61	29.9439	0	0
ENST00000488476.1	49	23.7558	0	0
ENST00000461719.1	46	21.2738	0	0
ENST00000463911.1	49	23.7558	0	0
ENST00000390564.2	52	25.9213	0	0
ENST00000390565.1	52	25.9213	0	0
ENST00000390240.2	38	15.9583	0	0
ENST00000390238.2	38	15.9583	0	0
ENST00000390241.3	39	16.527	0	0
ENST00000390239.2	37	15.6087	0	0
ENST00000390242.2	38	15.9583	0	0
ENST00000633896.1	50	24.7558	0	0
ENST00000632178.1	53	26.6333	0	0
ENST00000634062.1	52	25.9213	0	0
ENST00000390320.2	127	24.1576	0	0
ENST00000390322.2	175	28.8214	0	0
ENST00000390324.2	176	29.2789	0	0
ENST00000390326.2	33	13.377	0	0
ENST00000390327.2	72	35.7008	0	0
ENST00000390328.2	70	34.24	0	0
ENST00000390330.2	46	21.2738	0	0
ENST00000622473.2	1071	805.947	0	0
ENST00000610670.2	1412	1146.95	0	0
ENST00000618981.2	1119	853.947	0	0
ENST00000621803.2	1114	848.947	0	0
ENST00000633714.1	1112	846.947	0	0
ENST00000631539.1	2619	2353.95	0	0
ENST00000631466.1	1128	862.947	0	0
ENST00000631402.1	1022	756.947	0	0
ENST00000632774.1	1266	1000.95	0	0
ENST00000633698.1	1678	1412.95	0	0
ENST00000626472.2	1485	1219.95	0	0
ENST00000497872.4	1320	1054.95	0	0
ENST00000390539.2	1071	805.947	0	0
ENST00000641420.1	1485	1219.95	0	0
ENST00000390541.2	1412	1146.95	0	0
ENST00000641978.1	2597	2331.95	0	0
ENST00000390543.3	1119	853.947	0	0
ENST00000641095.1	2594	2328.95	0	0
ENST00000390545.3	1116	850.947	0	0
ENST00000641837.1	1310	1044.95	0	0
ENST00000390547.3	1112	846.947	0	0
ENST00000390548.6	2619	2353.95	0	0
ENST00000390549.6	1128	862.947	0	0
ENST00000390542.6	1022	756.947	0	0
ENST00000641136.1	2751	2485.95	0	0
ENST00000390551.6	1268	1002.95	0	0
ENST00000390556.6	1678	1412.95	0	0
ENST00000613640.1	1155	889.947	0	0
ENST00000637539.2	1686	1420.95	0	0
ENST00000390559.6	1485	1219.95	0	0
ENST00000390237.2	523	272.361	0	0
ENST00000390321.2	460	217.692	0	0
ENST00000390323.2	462	219.469	0	0
ENST00000390325.2	462	219.469	0	0
ENST00000390331.3	441	201.899	0	0
ENST00000632630.1	432	194.254	0	0
ENST00000633490.1	413	178.951	0	0
ENST00000632457.1	382	154.305	0	0
ENST00000632719.1	425	188.503	0	0
ENST00000633400.1	431	193.429	0	0
ENST00000632151.1	391	161.199	1	0.0730684
ENST00000631807.1	420	184.621	0	0
ENST00000622028.1	353	132.371	0	0
ENST00000633570.1	349	129.315	0	0
ENST00000631869.1	353	132.371	0	0
ENST00000612474.2	402	170.09	0	0
ENST00000632225.1	368	143.718	0	0
ENST00000631785.1	427	190.25	11.3816	0.704645
ENST00000633618.1	427	190.25	0	0
ENST00000633040.1	435	196.745	79	4.72951
ENST00000631826.1	411	177.322	5.5	0.365335
ENST00000632105.1	657	398.443	15	0.443422
ENST00000632296.1	432	194.254	0	0
ENST00000632211.1	439	200.145	0	0
ENST00000620764.2	412	178.124	0	0
ENST00000633426.1	571	316.365	0	0
ENST00000632614.1	414	179.7	0	0
ENST00000632960.1	457	215.175	0	0
ENST00000619078.2	495	247.672	0	0
ENST00000631710.1	433	195.088	0	0
ENST00000632846.1	429	191.823	0	0
ENST00000630556.1	353	132.371	0	0
ENST00000622410.2	353	132.371	0	0
ENST00000632882.1	414	179.7	0	0
ENST00000632005.1	434	195.959	0	0
ENST00000615784.2	353	132.371	0	0
ENST00000632052.1	356	134.577	0	0
ENST00000633446.1	411	177.322	0	0
ENST00000632173.1	434	195.959	0	0
ENST00000633602.1	439	200.145	0	0
ENST00000614315.1	303	97.0165	0	0
ENST00000631708.1	439	200.145	0	0
ENST00000633987.1	589	333.147	0	0
ENST00000604066.1	353	132.371	0	0
ENST00000557788.2	353	132.371	0	0
ENST00000626489.1	397	166.163	0	0
ENST00000628287.1	466	222.805	0	0
ENST00000618644.2	385	156.526	0	0
ENST00000630493.1	369	144.503	0	0
ENST00000610349.2	407	174.047	0	0
ENST00000628968.1	374	148.247	0	0
ENST00000618026.2	393	162.894	0	0
ENST00000629472.1	412	178.124	0	0
ENST00000627634.1	383	155.049	0	0
ENST00000390286.3	381	153.522	0	0
ENST00000390284.2	362	139.078	0	0
ENST00000390283.2	414	179.7	0	0
ENST00000390287.2	365	141.431	0	0
ENST00000640991.1	351	130.922	0	0
ENST00000390282.2	419	183.789	0	0
ENST00000390285.4	353	132.371	0	0
ENST00000390289.2	379	152.038	171	13.2476
ENST00000390290.3	389	159.589	117	8.63525
ENST00000390291.2	405	172.512	2	0.136554
ENST00000427632.2	409	175.631	0	0
ENST00000390293.1	369	144.503	0	0
ENST00000390294.2	407	174.047	0	0
ENST00000390295.3	385	156.526	0	0
ENST00000390296.2	397	166.163	0	0
ENST00000390297.3	467	223.64	0	0
ENST00000390298.2	385	156.526	0	0
ENST00000390299.2	407	174.047	0	0
ENST00000390300.2	374	148.247	0	0
ENST00000390301.3	393	162.894	0	0
ENST00000390302.3	412	178.124	0	0
ENST00000390303.3	383	155.049	0	0
ENST00000390304.2	377	150.489	0	0
ENST00000390305.2	380	152.807	0	0
ENST00000421835.2	350	130.067	0	0
ENST00000628219.1	534	282.211	0	0
ENST00000390593.2	415	180.517	0	0
ENST00000626108.1	353	132.371	0	0
ENST00000627132.1	384	155.753	0	0
ENST00000390594.3	417	182.167	0	0
ENST00000390595.3	395	164.497	0	0
ENST00000455737.2	417	182.167	0	0
ENST00000631943.1	402	170.09	0	0
ENST00000390597.3	378	151.299	0	0
ENST00000390598.2	430	192.594	0	0
ENST00000632099.1	353	132.371	0	0
ENST00000632950.2	410	176.511	0	0
ENST00000390601.3	473	228.731	0	0
ENST00000390602.3	430	192.594	0	0
ENST00000390603.2	437	198.399	0	0
ENST00000390604.2	425	188.503	0	0
ENST00000390605.2	410	176.511	0	0
ENST00000390606.3	415	180.517	0	0
ENST00000390607.2	430	192.594	0	0
ENST00000390609.3	432	194.254	0	0
ENST00000390610.2	411	177.322	0	0
ENST00000390611.2	381	153.522	0	0
ENST00000390612.3	425	188.503	0	0
ENST00000603660.1	431	193.429	0	0
ENST00000390243.2	538	285.995	0	0
ENST00000390244.2	408	174.861	0	0
ENST00000496168.1	532	280.412	0	0
ENST00000464162.1	380	152.807	0	0
ENST00000390247.2	445	205.181	0	0
ENST00000495489.1	398	166.941	0	0
ENST00000493819.1	409	175.631	0	0
ENST00000483158.1	392	162.071	0	0
ENST00000480492.1	398	166.941	0	0
ENST00000390252.2	442	202.756	0	0
ENST00000479981.1	378	151.299	0	0
ENST00000490686.1	378	151.299	0	0
ENST00000492167.1	400	168.48	0	0
ENST00000390256.2	406	173.301	0	0
ENST00000484817.1	390	160.359	0	0
ENST00000438142.3	428	191.014	0	0
ENST00000390615.2	431	193.429	0	0
ENST00000390616.2	400	168.48	0	0
ENST00000390617.2	366	142.226	0	0
ENST00000498435.1	382	154.305	0	0
ENST00000482769.1	390	160.359	0	0
ENST00000468494.1	390	160.359	0	0
ENST00000473726.1	382	154.305	0	0
ENST00000558152.2	324	111.196	0	0
ENST00000390618.2	426	189.413	0	0
ENST00000390619.2	425	188.503	21	1.31218
ENST00000465170.1	398	166.941	0	0
ENST00000498574.1	398	166.941	0	0
ENST00000620613.1	314	104.616	0	0
ENST00000621595.1	312	103.337	0	0
ENST00000429992.2	332	116.921	0	0
ENST00000560045.1	312	103.337	0	0
ENST00000448155.2	376	149.68	2	0.157384
ENST00000509129.1	353	132.371	0	0
ENST00000390265.2	440	200.966	0	0
ENST00000611734.1	324	111.196	0	0
ENST00000474213.1	395	164.497	0	0
ENST00000491977.1	390	160.359	0	0
ENST00000612356.1	310	101.909	0	0
ENST00000453166.2	396	165.326	0	0
ENST00000558026.1	306	99.2066	0	0
ENST00000390268.2	390	160.359	0	0
ENST00000462693.1	390	160.359	0	0
ENST00000436451.2	409	175.631	0	0
ENST00000492446.1	378	151.299	0	0
ENST00000417279.3	396	165.326	0	0
ENST00000483379.1	532	280.412	0	0
ENST00000390270.2	445	205.181	0	0
ENST00000390271.2	371	145.96	0	0
ENST00000434710.1	434	195.959	0	0
ENST00000390622.2	655	391.338	0	0
ENST00000390621.3	411	177.322	5.5	0.365335
ENST00000390624.3	432	194.254	0	0
ENST00000390625.3	439	200.145	0	0
ENST00000390626.2	410	176.511	0	0
ENST00000611391.1	376	149.68	0	0
ENST00000377032.5	371	145.96	0	0
ENST00000390277.3	444	204.354	0	0
ENST00000390278.3	373	147.45	0	0
ENST00000468879.1	532	280.412	0	0
ENST00000471857.2	534	282.211	0	0
ENST00000443397.5	384	155.753	0	0
ENST00000390627.3	571	316.365	0	0
ENST00000390628.3	414	179.7	0	0
ENST00000390630.3	457	215.175	0	0
ENST00000390629.3	495	247.672	0	0
ENST00000454421.2	431	193.429	0	0
ENST00000390632.2	427	190.25	0	0
ENST00000390633.2	412	178.124	0	0
ENST00000390634.3	434	195.959	0	0
ENST00000632209.1	353	132.371	0	0
ENST00000624687.1	411	177.322	0	0
ENST00000617374.2	358	136.032	0	0
ENST00000433072.2	437	198.399	0	0
ENST00000621503.1	303	97.0165	0	0
